id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MRC2	5	0.299	0.30881	0.943855	66	1	-0.083598	0.36003	0.36801	0.977451	74	1	-0.083598
ITM2C	5	0.30232	0.31163	0.943855	67	1	-0.030982	0.52055	0.51961	0.977451	104	0	-0.030982
SIGLEC7	5	0.30563	0.31436	0.943855	68	1	-0.023457	0.86283	0.86238	0.977451	180	0	-0.023457
AXL	5	0.31222	0.32014	0.943855	69	1	-0.050905	0.80663	0.80526	0.977451	165	0	-0.050905
SCIMP	5	0.32524	0.3317	0.943855	70	1	-0.071228	0.73792	0.73722	0.977451	148	0	-0.071228
LSR	5	0.32846	0.33481	0.943855	71	1	0.016113	0.88787	0.88742	0.977451	185	0	0.016113
IRF8	5	0.33167	0.33775	0.943855	72	1	0.13089	0.045605	0.082698	0.751951	22	1	0.13089
LRP1	5	0.33487	0.3408	0.943855	73	1	0.023651	0.33167	0.34427	0.977451	70	1	0.023651
LDLR	5	0.33806	0.34347	0.943855	74	1	-0.030084	0.1159	0.1825	0.977451	35	1	-0.030084
CD86	5	0.34755	0.35206	0.943855	75	1	0.089572	0.51313	0.51258	0.977451	103	0	0.089572
NLRC4	5	0.35381	0.35759	0.943855	76	1	-0.0675	0.36312	0.37035	0.977451	75	1	-0.0675
CXCR4	5	0.36926	0.37114	0.943855	77	1	-0.084627	0.64711	0.64629	0.977451	133	0	-0.084627
RPL11	5	0.38141	0.38278	0.943855	78	1	0.16185	0.004397	0.011838	0.522294	4	3	0.16185
SLC52A1	5	0.38741	0.38855	0.943855	79	1	0.010453	0.91418	0.91326	0.977451	190	0	0.010453
IL1R1	5	0.3904	0.39167	0.943855	80	1	-0.048245	0.60694	0.60575	0.977451	125	0	-0.048245
MMP9	5	0.39337	0.39462	0.943855	81	1	-0.10411	0.36926	0.37573	0.977451	76	1	-0.10411
IL2RA	5	0.39633	0.39727	0.943855	82	1	-0.044496	0.042893	0.078784	0.751951	20	2	-0.044496
TGFBR2	5	0.40222	0.40259	0.943855	83	1	-0.036738	0.75704	0.75596	0.977451	153	0	-0.036738
TGFBI	5	0.40514	0.40572	0.943855	84	1	-0.0015558	0.50056	0.50005	0.977451	101	0	-0.0015558
CD200R1	5	0.41096	0.41151	0.943855	85	1	-0.11882	0.5303	0.52982	0.977451	107	0	-0.11882
NFATC2	5	0.41385	0.41417	0.943855	86	1	-0.011797	0.90581	0.90476	0.977451	188	0	-0.011797
SCARB1	5	0.42531	0.42491	0.943855	87	0	0.037365	0.40806	0.41098	0.977451	84	1	0.037365
C1QB	5	0.43096	0.43056	0.943855	88	0	-0.0085858	0.041335	0.076493	0.751951	19	2	-0.0085858
LYZ	5	0.43378	0.43349	0.943855	89	0	-0.00308	0.74541	0.7448	0.977451	149	0	-0.00308
CLDN7	5	0.43658	0.43609	0.943855	90	0	0.041102	0.61318	0.61226	0.977451	127	0	0.041102
C3AR1	5	0.43937	0.43909	0.943855	91	0	-0.010533	0.77233	0.77108	0.977451	157	0	-0.010533
CD300LF	5	0.44215	0.44162	0.943855	92	0	0.10391	0.20435	0.24556	0.977451	50	1	0.10391
LILRB4	5	0.44492	0.44424	0.943855	93	0	-0.085816	0.20066	0.24296	0.977451	49	1	-0.085816
CD58	5	0.45316	0.4525	0.943855	94	0	-0.058868	0.056696	0.099313	0.751951	26	2	-0.058868
LILRA5	5	0.4613	0.46039	0.943855	95	0	0.068352	0.0022104	0.0064495	0.522294	1	1	0.068352
FCER1G	5	0.46399	0.46326	0.943855	96	0	0.0089578	0.62946	0.62859	0.977451	128	0	0.0089578
TLR4	5	0.46667	0.46593	0.943855	97	0	-0.10122	0.5586	0.55809	0.977451	116	0	-0.10122
CD52	5	0.472	0.47136	0.943855	98	0	0.019973	0.22622	0.26206	0.977451	55	1	0.019973
MS4A4A	5	0.47465	0.47383	0.943855	99	0	-0.04968	0.92534	0.9243	0.977451	196	0	-0.04968
TNFRSF1A	5	0.48254	0.48172	0.943855	100	0	0.0086863	0.59634	0.59564	0.977451	121	0	0.0086863
SNCA	5	0.48774	0.48689	0.943855	101	0	-0.011836	0.87585	0.87556	0.977451	183	0	-0.011836
ILDR1	5	0.49033	0.48942	0.943855	102	0	0.090003	0.32524	0.33858	0.977451	69	1	0.090003
PLAUR	5	0.4929	0.4923	0.943855	103	0	0.044213	0.80544	0.80417	0.977451	164	0	0.044213
PLCG2	5	0.49802	0.4973	0.943855	104	0	-0.047696	0.86552	0.8649	0.977451	181	0	-0.047696
FPR1	5	0.50562	0.50513	0.943855	105	0	0.077303	0.63935	0.63833	0.977451	130	0	0.077303
SPI1	5	0.523	0.52201	0.943855	106	0	0.027552	0.14361	0.20191	0.977451	38	1	0.027552
PILRA	5	0.5303	0.52982	0.943855	107	0	0.09831	0.019754	0.043404	0.691118	13	2	0.09831
LPL	5	0.53511	0.53438	0.943855	108	0	-0.014901	0.91664	0.91577	0.977451	193	0	-0.014901
TGFB1	5	0.53751	0.53671	0.943855	109	0	-0.036228	0.45316	0.45257	0.977451	93	1	-0.036228
ADAM10	5	0.53989	0.53918	0.943855	110	0	0.022538	0.55629	0.55548	0.977451	115	0	0.022538
APOE	5	0.54698	0.54608	0.943855	111	0	-0.017352	0.48254	0.48172	0.977451	98	0	-0.017352
CD33	5	0.5586	0.55809	0.943855	112	0	0.026009	0.78556	0.78481	0.977451	160	0	0.026009
MERTK	5	0.5609	0.56034	0.943855	113	0	0.019834	0.64518	0.6443	0.977451	132	0	0.019834
NLRP3	5	0.56318	0.56261	0.943855	114	0	0.12912	0.010512	0.027038	0.587526	9	3	0.12912
APOC1	5	0.56772	0.56732	0.943855	115	0	0.010887	0.70283	0.70092	0.977451	139	0	0.010887
FCGR2B	5	0.56998	0.56937	0.943855	116	0	0.048817	0.69607	0.69432	0.977451	138	0	0.048817
IL10	5	0.57223	0.57152	0.943855	117	0	-0.020789	0.84279	0.84184	0.977451	174	0	-0.020789
IL21R	5	0.57447	0.57379	0.943855	118	0	0.044735	0.28558	0.30677	0.977451	63	1	0.044735
LDLRAD3	5	0.58113	0.58066	0.943855	119	0	-0.0071378	0.7287	0.72712	0.977451	145	0	-0.0071378
ICAM1	5	0.58333	0.58269	0.943855	120	0	-0.030675	0.4929	0.4923	0.977451	100	0	-0.030675
IL15	5	0.58552	0.58468	0.943855	121	0	0.015615	0.4613	0.4604	0.977451	95	1	0.015615
IL15RA	5	0.59204	0.59106	0.943855	122	0	0.068527	0.091347	0.15073	0.945486	33	2	0.068527
CLEC2D	5	0.59848	0.59773	0.943855	123	0	-0.10306	0.98005	0.97949	0.984241	206	0	-0.10306
GBA	5	0.60694	0.60575	0.943855	124	0	0.0060585	0.015391	0.036929	0.637027	12	1	0.0060585
IL2RG	5	0.60903	0.60784	0.943855	125	0	0.025876	0.43658	0.43664	0.977451	89	1	0.025876
NPC2	5	0.61525	0.61413	0.943855	126	0	-0.012843	0.058324	0.10171	0.751951	28	1	-0.012843
HLA-DRB5	5	0.61731	0.61612	0.943855	127	0	-0.00026596	0.1199	0.18546	0.977451	36	1	-0.00026596
TYROBP	5	0.61935	0.61831	0.943855	128	0	0.06963	0.46399	0.46327	0.977451	96	1	0.06963
CSF1R	5	0.62139	0.62051	0.943855	129	0	0.061926	0.41673	0.41854	0.977451	86	1	0.061926
LRP1B	5	0.62544	0.62472	0.943855	130	0	-0.049786	0.94635	0.94583	0.981673	199	0	-0.049786
CSF3R	5	0.63542	0.63464	0.943855	131	0	-0.01965	0.80061	0.79977	0.977451	162	0	-0.01965
CD69	5	0.64325	0.6422	0.943855	132	0	-0.040724	0.22982	0.26455	0.977451	56	1	-0.040724
BIN1	5	0.64711	0.64629	0.943855	133	0	0.015023	0.052283	0.093028	0.751951	25	2	0.015023
C1QC	5	0.65474	0.65418	0.943855	134	0	0.024902	0.028432	0.056691	0.744652	15	1	0.024902
S100A4	5	0.65662	0.6562	0.943855	135	0	-0.037403	0.42531	0.4261	0.977451	88	1	-0.037403
GPR141	5	0.66408	0.66312	0.943855	136	0	-0.0085958	0.73488	0.73384	0.977451	147	0	-0.0085958
FCGR2A	5	0.66776	0.66677	0.943855	137	0	-0.0032241	0.29231	0.31206	0.977451	65	1	-0.0032241
SIRPA	5	0.66959	0.66829	0.943855	138	0	-0.057874	0.20803	0.2485	0.977451	51	1	-0.057874
SPP1	5	0.67141	0.67014	0.943855	139	0	-0.062761	0.80424	0.80307	0.977451	163	0	-0.062761
FOLR2	5	0.67323	0.67203	0.943855	140	0	-0.052361	0.81709	0.81576	0.977451	168	0	-0.052361
RYR1	5	0.67683	0.67554	0.943855	141	0	4.4424e-05	0.40514	0.40824	0.977451	83	1	4.4424e-05
CCR2	5	0.68393	0.68265	0.943855	142	0	0.063486	0.16681	0.21838	0.977451	43	1	0.063486
PILRB	5	0.69091	0.68929	0.943855	143	0	0.0030807	0.83872	0.83791	0.977451	172	0	0.0030807
CD48	5	0.69436	0.69268	0.943855	144	0	-0.013491	0.68393	0.68265	0.977451	137	0	-0.013491
SLC24A4	5	0.69777	0.69596	0.943855	145	0	0.15969	0.0030129	0.0085711	0.522294	2	3	0.15969
CLEC7A	5	0.69947	0.69758	0.943855	146	0	-0.02172	0.97762	0.97729	0.984241	204	0	-0.02172
NFATC1	5	0.7045	0.70246	0.943855	147	0	0.012652	0.39633	0.40023	0.977451	82	1	0.012652
LRRK2	5	0.70783	0.70593	0.943855	148	0	0.042055	0.38741	0.39204	0.977451	79	1	0.042055
OLR1	5	0.71438	0.71244	0.943855	149	0	-0.000187	0.91356	0.91258	0.977451	189	0	-0.000187
C9orf72	5	0.716	0.71417	0.943855	150	0	0.020507	0.71922	0.71737	0.977451	143	0	0.020507
TMEM106B	5	0.71922	0.71737	0.943855	151	0	-0.036344	0.53271	0.5322	0.977451	108	0	-0.036344
TNFRSF13C	5	0.72082	0.71899	0.943855	152	0	0.084881	0.48514	0.48433	0.977451	99	0	0.084881
UNC13D	5	0.72399	0.72216	0.943855	153	0	0.044364	0.15913	0.21316	0.977451	41	1	0.044364
TNFRSF10B	5	0.72714	0.7256	0.943855	154	0	-0.018952	0.53751	0.53671	0.977451	109	0	-0.018952
ABCA1	5	0.7287	0.72712	0.943855	155	0	-0.022201	0.85918	0.85889	0.977451	178	0	-0.022201
TGFBR3	5	0.73025	0.72883	0.943855	156	0	0.064861	0.5942	0.59329	0.977451	120	0	0.064861
FCGR1A	5	0.73334	0.73217	0.943855	157	0	0.098903	0.032748	0.063474	0.751951	17	1	0.098903
TLR10	5	0.73943	0.73877	0.943855	158	0	-0.0017063	0.45588	0.45523	0.977451	94	1	-0.0017063
LYVE1	5	0.74094	0.74028	0.943855	159	0	0.0049305	0.28895	0.30946	0.977451	64	1	0.0049305
ITGB3	5	0.74244	0.74163	0.943855	160	0	0.022231	0.77903	0.77805	0.977451	158	0	0.022231
GRN	5	0.74393	0.74332	0.943855	161	0	0.037967	0.083356	0.1387	0.897648	31	1	0.037967
SELPLG	5	0.74541	0.7448	0.943855	162	0	0.018128	0.54698	0.54608	0.977451	112	0	0.018128
CXCR3	5	0.74836	0.74784	0.943855	163	0	0.035967	0.86102	0.86069	0.977451	179	0	0.035967
SELL	5	0.75561	0.75461	0.943855	164	0	-0.040992	0.6413	0.6403	0.977451	131	0	-0.040992
IFNGR2	5	0.75704	0.75596	0.943855	165	0	0.041366	0.011013	0.028383	0.587526	10	2	0.041366
SERPINA1	5	0.75988	0.7589	0.943855	166	0	0.031842	0.66593	0.66509	0.977451	134	0	0.031842
HEXA	5	0.7627	0.76147	0.943855	167	0	0.021895	0.63344	0.63262	0.977451	129	0	0.021895
CR2	5	0.77233	0.77108	0.944951	168	0	0.019355	0.75273	0.75176	0.977451	152	0	0.019355
FCGR3B	5	0.7777	0.7768	0.944951	169	0	0.0037224	0.7318	0.73056	0.977451	146	0	0.0037224
ITGB2	5	0.77903	0.77805	0.944951	170	0	-0.031694	0.76409	0.76289	0.977451	155	0	-0.031694
ITGAL	5	0.78166	0.78061	0.944951	171	0	0.021032	0.0066196	0.017436	0.522294	6	1	0.021032
CD68	5	0.80899	0.80743	0.966993	172	0	0.013699	0.44768	0.44756	0.977451	91	1	0.013699
CD19	5	0.81595	0.81449	0.966993	173	0	0.049681	0.096786	0.1593	0.96983	34	2	0.049681
CD300C	5	0.82047	0.81883	0.966993	174	0	0.079992	0.28219	0.30394	0.977451	62	1	0.079992
P2RY12	5	0.82159	0.82017	0.966993	175	0	0.0060306	0.95283	0.95229	0.981673	200	0	0.0060306
SIGLEC5	5	0.82926	0.82813	0.966993	176	0	-0.019337	0.16298	0.21595	0.977451	42	1	-0.019337
VLDLR	5	0.8314	0.83025	0.966993	177	0	-0.008247	0.47729	0.47642	0.977451	97	0	-0.008247
PLCB3	5	0.83246	0.83152	0.966993	178	0	-0.021478	0.71112	0.709	0.977451	141	0	-0.021478
ACTB	5	0.83872	0.83791	0.968974	179	0	-0.016409	0.15528	0.21042	0.977451	40	1	-0.016409
ABCA7	5	0.84579	0.84493	0.971667	180	0	0.050857	0.81017	0.80846	0.977451	166	0	0.050857
GPR65	5	0.85261	0.85193	0.974307	181	0	0.022342	0.77098	0.7696	0.977451	156	0	0.022342
TLR5	5	0.85826	0.85795	0.97443	182	0	0.041098	0.67683	0.67554	0.977451	136	0	0.041098
SLC16A5	5	0.86904	0.86835	0.97443	183	0	0.036882	0.18575	0.23154	0.977451	46	1	0.036882
MRC1	5	0.87669	0.8763	0.97443	184	0	0.035724	0.14752	0.20463	0.977451	39	1	0.035724
SYK	5	0.87751	0.87721	0.97443	185	0	0.0031844	0.23697	0.26976	0.977451	57	1	0.0031844
GPNMB	5	0.87834	0.87802	0.97443	186	0	-0.0029842	0.60272	0.602	0.977451	123	0	-0.0029842
HAVCR1	5	0.88397	0.8835	0.97443	187	0	0.0027943	0.37232	0.37833	0.977451	77	1	0.0027943
TREML4	5	0.88554	0.88509	0.97443	188	0	0.14135	0.0078279	0.020185	0.522294	8	3	0.14135
TREM2	5	0.89314	0.89237	0.97443	189	0	0.045953	0.52788	0.52738	0.977451	106	0	0.045953
CD226	5	0.89964	0.89939	0.97443	190	0	0.009705	0.91724	0.91633	0.977451	194	0	0.009705
TYRO3	5	0.90173	0.90112	0.97443	191	0	0.12375	0.070774	0.11982	0.855279	29	2	0.12375
LRP8	5	0.90581	0.90476	0.97443	192	0	0.039351	0.55398	0.55308	0.977451	114	0	0.039351
IL1R2	5	0.90975	0.90853	0.97443	193	0	0.034865	0.61111	0.60998	0.977451	126	0	0.034865
APP	5	0.91603	0.9151	0.975887	194	0	0.039074	0.05013	0.089551	0.751951	24	2	0.039074
SQSTM1	5	0.92021	0.91931	0.975887	195	0	0.023665	0.34124	0.35231	0.977451	71	1	0.023665
GPR87	5	0.93431	0.9337	0.982091	196	0	0.040758	0.057822	0.10093	0.751951	27	2	0.040758
IRF5	5	0.94195	0.94131	0.982091	197	0	0.052161	0.083404	0.13877	0.897648	32	2	0.052161
RPL7	5	0.94285	0.94223	0.982091	198	0	0.11522	0.013111	0.033164	0.624086	11	2	0.11522
CD44	5	0.94462	0.94414	0.982091	199	0	0.066638	0.54463	0.54385	0.977451	111	0	0.066638
IFNGR1	5	0.95205	0.9515	0.984799	200	0	0.011794	0.84077	0.84003	0.977451	173	0	0.011794
CLU	5	0.96662	0.96621	0.992829	201	0	0.086752	0.3904	0.39496	0.977451	80	1	0.086752
SUCNR1	5	0.96916	0.96885	0.992829	202	0	0.012017	0.35381	0.36295	0.977451	72	1	0.012017
TGFBR1	5	0.98924	0.98849	0.999497	203	0	0.1052	0.04986	0.089173	0.751951	23	1	0.1052
VENTX	5	0.9909	0.99014	0.999497	204	0	0.12238	0.029018	0.057558	0.744652	16	2	0.12238
FERMT3	5	0.99207	0.99143	0.999497	205	0	0.054063	0.45042	0.45003	0.977451	92	1	0.054063
TARDBP	5	0.99843	0.99821	0.999497	206	0	0.12711	0.0034843	0.0096071	0.522294	3	3	0.12711
VCP	5	0.99955	0.9995	0.999497	207	0	0.17702	0.0064848	0.017078	0.522294	5	3	0.17702
