id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TLR5	5	0.74094	0.74028	0.999995	138	0	0.036724	0.46399	0.46326	0.999746	83	0	0.036724
FCGR2A	5	0.74244	0.74163	0.999995	139	0	-0.072402	0.61935	0.61831	0.999746	117	0	-0.072402
CLEC2B	5	0.74393	0.74332	0.999995	140	0	0.047901	0.50814	0.50775	0.999746	94	0	0.047901
TMEM106B	5	0.75128	0.7505	0.999995	141	0	-0.017218	0.42531	0.42491	0.999746	72	0	-0.017218
LRP1	5	0.75418	0.75328	0.999995	142	0	0.081776	0.21535	0.2163	0.999746	34	0	0.081776
FPR3	5	0.75561	0.75461	0.999995	143	0	-0.03202	0.78166	0.78061	0.999746	148	0	-0.03202
C9orf72	5	0.75847	0.75755	0.999995	144	0	0.034892	0.5303	0.52982	0.999746	98	0	0.034892
TNFRSF10B	5	0.75988	0.7589	0.999995	145	0	0.053492	0.85918	0.85889	0.999746	163	0	0.053492
ITGAL	5	0.77233	0.77108	0.999995	146	0	-0.03937	0.60272	0.602	0.999746	111	0	-0.03937
IL1R1	5	0.77637	0.77522	0.999995	147	0	0.14438	0.35381	0.35453	0.999746	57	0	0.14438
LRP8	5	0.77903	0.77805	0.999995	148	0	0.38044	0.083356	0.084063	0.999746	11	1	0.38044
FPR2	5	0.78035	0.77949	0.999995	149	0	-0.052806	0.54698	0.54608	0.999746	102	0	-0.052806
LYZ	5	0.78427	0.7833	0.999995	150	0	-0.052301	0.82601	0.82505	0.999746	158	0	-0.052301
C1QB	5	0.79067	0.7897	0.999995	151	0	0.13607	0.47465	0.47383	0.999746	86	0	0.13607
EPHA1	5	0.79194	0.79102	0.999995	152	0	0.079723	0.68744	0.68618	0.999746	129	0	0.079723
OLR1	5	0.79319	0.79223	0.999995	153	0	0.034219	0.36003	0.36045	0.999746	58	0	0.034219
LDLRAD3	5	0.80424	0.80307	0.999995	154	0	-0.067588	0.43096	0.43056	0.999746	74	0	-0.067588
CTSH	5	0.80781	0.80636	0.999995	155	0	0.0696	0.67503	0.67399	0.999746	125	0	0.0696
VENTX	5	0.81017	0.80846	0.999995	156	0	0.0029964	0.31549	0.31609	0.999746	52	0	0.0029964
LTBR	5	0.81709	0.81576	0.999995	157	0	0.027897	0.89314	0.89237	0.999746	168	0	0.027897
SLC24A4	5	0.81822	0.81681	0.999995	158	0	-0.017977	0.97281	0.97233	0.999746	198	0	-0.017977
SCIMP	5	0.82047	0.81883	0.999995	159	0	-0.0066398	0.68217	0.68091	0.999746	128	0	-0.0066398
HEXB	5	0.8227	0.82135	0.999995	160	0	0.15043	0.60903	0.60784	0.999746	114	0	0.15043
IL1RN	5	0.82381	0.82251	0.999995	161	0	0.02018	0.61318	0.61226	0.999746	115	0	0.02018
CSF3R	5	0.82491	0.82367	0.999995	162	0	0.0076252	0.2117	0.21289	0.999746	33	0	0.0076252
GBA	5	0.83246	0.83152	0.999995	163	0	0.045972	0.6413	0.6403	0.999746	121	0	0.045972
CTSB	5	0.84972	0.84905	0.999995	164	0	0.1009	0.44215	0.44162	0.999746	77	0	0.1009
IFNGR2	5	0.85451	0.85384	0.999995	165	0	0.018562	0.73025	0.72883	0.999746	138	0	0.018562
SIRPB1	5	0.8601	0.8598	0.999995	166	0	0.09922	0.22982	0.23143	0.999746	35	0	0.09922
SCARB1	5	0.86102	0.86069	0.999995	167	0	0.11676	0.099746	0.09998	0.999746	14	1	0.11676
SQSTM1	5	0.86817	0.86748	0.999995	168	0	0.10014	0.57223	0.57152	0.999746	104	0	0.10014
IL6R	5	0.87915	0.87878	0.999995	169	0	0.082868	0.33167	0.3326	0.999746	54	0	0.082868
ITGAX	5	0.87997	0.87948	0.999995	170	0	0.019561	0.041335	0.04426	0.999746	7	1	0.019561
VDR	5	0.88238	0.88189	0.999995	171	0	0.081899	0.40514	0.40544	0.999746	69	0	0.081899
CD37	5	0.89534	0.89486	0.999995	172	0	0.20811	0.1159	0.11582	0.999746	17	1	0.20811
LDLR	5	0.89822	0.89793	0.999995	173	0	0.49708	0.00012448	0.0003038	0.020962	3	3	0.49708
TMEM106A	5	0.89893	0.89876	0.999995	174	0	-0.023025	0.38141	0.38158	0.999746	63	0	-0.023025
CSF2RA	5	0.90242	0.90173	0.999995	175	0	0.12252	0.49033	0.48942	0.999746	90	0	0.12252
ITGAM	5	0.90446	0.90344	0.999995	176	0	0.035209	0.74689	0.74631	0.999746	140	0	0.035209
PILRB	5	0.90514	0.90404	0.999995	177	0	-0.019262	0.71922	0.71737	0.999746	134	0	-0.019262
AXL	5	0.90581	0.90476	0.999995	178	0	0.077899	0.058324	0.059769	0.999746	8	1	0.077899
LRP1B	5	0.9148	0.91398	0.999995	179	0	0.03058	0.17822	0.17935	0.999746	27	0	0.03058
TGFBR1	5	0.92479	0.9238	0.999995	180	0	-0.00017471	0.90242	0.90173	0.999746	170	0	-0.00017471
TREML2	5	0.92968	0.92888	0.999995	181	0	0.14371	0.62946	0.62859	0.999746	120	0	0.14371
TGFBR2	5	0.93229	0.93143	0.999995	182	0	0.17163	0.15528	0.15612	0.999746	23	0	0.17163
APOE	5	0.93629	0.93569	0.999995	183	0	0.068723	0.53271	0.5322	0.999746	99	0	0.068723
LSR	5	0.93678	0.93611	0.999995	184	0	0.024293	0.90446	0.90344	0.999746	173	0	0.024293
CD300C	5	0.93727	0.93661	0.999995	185	0	0.040042	0.37536	0.37537	0.999746	61	0	0.040042
PLEK	5	0.9387	0.93827	0.999995	186	0	0.16496	0.31222	0.31273	0.999746	51	0	0.16496
CCR2	5	0.94418	0.94355	0.999995	187	0	-0.0016231	0.39633	0.39675	0.999746	67	0	-0.0016231
CD180	5	0.95582	0.95525	0.999995	188	0	0.075204	0.65284	0.65225	0.999746	122	0	0.075204
GPR87	5	0.95901	0.95824	0.999995	189	0	0.054222	0.81822	0.81681	0.999746	156	0	0.054222
CD80	5	0.96136	0.96069	0.999995	190	0	0.15656	0.20803	0.20938	0.999746	32	0	0.15656
SYK	5	0.96169	0.96108	0.999995	191	0	0.063912	0.10785	0.10814	0.999746	16	1	0.063912
FPR1	5	0.96233	0.96185	0.999995	192	0	0.028904	0.1895	0.1902	0.999746	29	0	0.028904
MERTK	5	0.97473	0.97431	0.999995	193	0	0.2138	0.20066	0.20181	0.999746	31	0	0.2138
UNC13D	5	0.98595	0.98498	0.999995	194	0	0.099334	0.33806	0.33897	0.999746	55	0	0.099334
MS4A4A	5	0.98653	0.98557	0.999995	195	0	0.66402	3.545e-07	4.9803e-06	0.000515	2	4	0.66402
Non	100	0.98966	0.99081	0.999995	196	1	0.014028	0.93518	0.93644	0.999746	188	1	0.014028
IRF5	5	0.997	0.99669	0.999995	197	0	0.2127	0.39928	0.39963	0.999746	68	0	0.2127
TGFBR3	5	0.99796	0.99771	0.999995	198	0	0.21714	0.0020705	0.0040191	0.166392	5	2	0.21714
TREML4	5	0.99858	0.99833	0.999995	199	0	0.20836	0.10381	0.10399	0.999746	15	1	0.20836
CD68	5	0.99888	0.99866	0.999995	200	0	0.16556	0.1199	0.12021	0.999746	18	1	0.16556
CD81	5	0.99899	0.99882	0.999995	201	0	0.28333	0.075072	0.075865	0.999746	10	1	0.28333
ICAM3	5	0.99909	0.99895	0.999995	202	0	0.15288	0.19323	0.19414	0.999746	30	0	0.15288
TYROBP	5	0.99957	0.99951	0.999995	203	0	0.2837	0.087476	0.088007	0.999746	12	1	0.2837
SUCNR1	5	0.99963	0.9996	0.999995	204	0	0.26908	0.25462	0.25547	0.999746	41	0	0.26908
ABCA1	5	0.99991	0.99987	0.999995	205	0	0.31315	0.032748	0.03678	0.999746	6	1	0.31315
PTPRC	5	1.0	1.0	0.999995	206	0	0.41166	0.0011968	0.0023358	0.120876	4	2	0.41166
TREM2	5	1.0	1.0	0.999995	207	0	1.988	2.4083e-11	4.9803e-06	0.000515	1	5	1.988
