sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
IL15_CRISPRa_sgRNA_3	IL15	1460.8/1666.8	1076.7/1180	1563.8	1128.4	-0.47048	21209	1.7726e+05	1.0346	0.15043	0.84957	0.30085	0.99987	False
Non_Targeting_19	Non	934.86/961.34	1335.1/1137.3	948.1	1236.2	0.38248	350.43	78203	1.0303	0.84851	0.15149	0.30297	0.99987	True
Non_Targeting_72	Non	965.33/804.24	1112.8/1197.6	884.79	1155.2	0.38433	12975	69852	1.0231	0.8468	0.1532	0.30641	0.99987	True
PTPRE_CRISPRa_sgRNA_3	PTPRE	981.36/1095.7	1311.1/1382.1	1038.5	1346.6	0.37445	6536.9	90760	1.0226	0.8467	0.1533	0.3066	0.99987	True
Non_Targeting_12	Non	1075.2/1132.3	706.13/856.13	1103.7	781.13	-0.4982	1629.7	1.0026e+05	1.0197	0.15394	0.84606	0.30787	0.99987	False
ITGAX_CRISPRa_sgRNA_1	ITGAX	1227.5/1594.7	1056.7/990.44	1411.1	1023.6	-0.46281	67397	1.4983e+05	1.0016	0.15827	0.84173	0.31654	0.99987	False
IL23A_CRISPRa_sgRNA_1	IL23A	1267.6/1307.1	888.42/967.85	1287.4	928.13	-0.47159	781.86	1.2895e+05	1.001	0.15842	0.84158	0.31684	0.99987	False
CD86_CRISPRa_sgRNA_2	CD86	704.75/775.59	876.4/1052	740.17	964.18	0.38098	2508.8	52190	0.98054	0.83649	0.16351	0.32702	0.99987	True
EPHA1_CRISPRa_sgRNA_1	EPHA1	829.03/786.46	1129.8/965.34	807.74	1047.6	0.37467	906.14	60193	0.97752	0.83576	0.16424	0.32848	0.99987	True
TGFB1_CRISPRa_sgRNA_3	TGFB1	841.86/827.95	1171.9/990.44	834.91	1081.2	0.3725	96.643	63534	0.97695	0.83563	0.16437	0.32874	0.99987	True
CD300A_CRISPRa_sgRNA_3	CD300A	885.15/867.47	1203.9/1057	876.31	1130.4	0.36701	156.25	68762	0.96914	0.83369	0.16631	0.33261	0.99987	True
Non_Targeting_93	Non	971.74/1170.8	795.27/750.68	1071.3	772.97	-0.47031	19811	95483	0.96622	0.16697	0.83303	0.33393	0.99987	False
C9orf72_CRISPRa_sgRNA_4	C9orf72	850.68/756.82	952.52/1118.5	803.75	1035.5	0.36512	4404.8	59707	0.94846	0.82847	0.17153	0.34307	0.99987	True
Non_Targeting_13	Non	767.29/875.38	483.77/689.17	821.34	586.47	-0.48521	5841.3	61856	0.94589	0.1721	0.8279	0.3442	0.99987	False
TGFBR3_CRISPRa_sgRNA_3	TGFBR3	986.98/782.51	1217.9/1050.7	884.74	1134.3	0.35814	20904	69846	0.94436	0.82744	0.17256	0.34513	0.99987	True
DPYD_CRISPRa_sgRNA_4	DPYD	897.98/828.94	570.91/675.36	863.46	623.14	-0.46994	2383.2	67122	0.92898	0.17645	0.82355	0.3529	0.99987	False
LPL_CRISPRa_sgRNA_5	LPL	1087.2/1058.2	1425.3/1293	1072.7	1359.1	0.34118	421.58	95689	0.926	0.82273	0.17727	0.35454	0.99987	True
CSF1R_CRISPRa_sgRNA_2	CSF1R	879.54/757.81	1168.9/926.42	818.67	1047.6	0.3554	7409.7	61529	0.92308	0.82193	0.17807	0.35614	0.99987	True
IL1R1_CRISPRa_sgRNA_4	IL1R1	1096.8/1170.8	1553.5/1304.3	1133.8	1428.9	0.33344	2736.2	1.0476e+05	0.91163	0.81898	0.18102	0.36205	0.99987	True
LTBR_CRISPRa_sgRNA_2	LTBR	982.97/962.32	1185.9/1276.7	972.65	1231.3	0.33985	213.1	81539	0.90572	0.8174	0.1826	0.36521	0.99987	True
MMP9_CRISPRa_sgRNA_1	MMP9	830.63/728.16	1057.7/932.7	779.4	995.19	0.35221	5249.8	56782	0.9056	0.81733	0.18267	0.36534	0.99987	True
ACTB_CRISPRa_sgRNA_2	ACTB	1197.8/1129.3	1639.6/1279.2	1163.6	1459.4	0.32656	2349.2	1.093e+05	0.8948	0.81451	0.18549	0.37098	0.99987	True
NFATC2_CRISPRa_sgRNA_1	NFATC2	1195.4/1077.9	779.24/916.38	1136.7	847.81	-0.42258	6905	1.052e+05	0.89132	0.18638	0.81362	0.37276	0.99987	False
TGFBI_CRISPRa_sgRNA_2	TGFBI	1305.3/1463.2	881.41/1208.9	1384.3	1045.1	-0.40509	12477	1.452e+05	0.89039	0.18663	0.81337	0.37325	0.99987	False
CLN3_CRISPRa_sgRNA_3	CLN3	976.55/887.23	1082.7/1271.6	931.89	1177.2	0.33678	3989	76031	0.88957	0.81308	0.18692	0.37383	0.99987	True
FCGR1A_CRISPRa_sgRNA_5	FCGR1A	1295.7/1069	890.42/883.74	1182.3	887.08	-0.41411	25680	1.122e+05	0.88212	0.18886	0.81114	0.37771	0.99987	False
DPYD_CRISPRa_sgRNA_1	DPYD	893.17/1012.7	1191.9/1207.6	952.94	1199.8	0.33197	7145.2	78857	0.87893	0.81021	0.18979	0.37957	0.99987	True
CDKN2A_CRISPRa_sgRNA_4	CDKN2A	846.67/713.34	1091.7/886.25	780.01	989	0.34209	8887.5	56854	0.87649	0.80952	0.19048	0.38097	0.99987	True
IL1R1_CRISPRa_sgRNA_3	IL1R1	815.4/781.52	978.56/1040.7	798.46	1009.6	0.33813	573.96	59067	0.8688	0.80742	0.19258	0.38515	0.99987	True
AIF1_CRISPRa_sgRNA_3	AIF1	878.74/1132.3	819.31/682.89	1005.5	751.1	-0.42035	32137	86089	0.86795	0.19271	0.80729	0.38542	0.99987	False
CTSH_CRISPRa_sgRNA_2	CTSH	1279.6/1037.4	961.53/789.59	1158.5	875.56	-0.40359	29333	1.0852e+05	0.85956	0.19502	0.80498	0.39003	0.99987	False
LSR_CRISPRa_sgRNA_3	LSR	641.41/751.88	941.5/824.74	696.65	883.12	0.34175	6101	47273	0.85767	0.80433	0.19567	0.39134	0.99987	True
CXCR3_CRISPRa_sgRNA_2	CXCR3	651.84/665.92	818.31/854.87	658.88	836.59	0.34404	99.157	43161	0.85538	0.80368	0.19632	0.39264	0.99987	True
TMEM2_CRISPRa_sgRNA_1	TMEM2	1271.6/1576.9	1160.9/1021.8	1424.2	1091.3	-0.38378	46593	1.5212e+05	0.85389	0.19658	0.80342	0.39316	0.99987	False
CSF2RB_CRISPRa_sgRNA_1	CSF2RB	711.17/775.59	1012.6/864.91	743.38	938.76	0.33626	2075	52559	0.85225	0.80285	0.19715	0.39431	0.99987	True
CD300LF_CRISPRa_sgRNA_4	CD300LF	695.93/569.09	762.22/844.83	632.51	803.52	0.34475	8044.2	40379	0.85101	0.80246	0.19754	0.39509	0.99987	True
AXL_CRISPRa_sgRNA_4	AXL	847.47/1004.8	1195.9/1121	926.14	1158.5	0.32259	12378	75265	0.84679	0.80137	0.19863	0.39726	0.99987	True
LTBR_CRISPRa_sgRNA_3	LTBR	738.43/881.31	994.59/1039.4	809.87	1017	0.32819	10207	60452	0.84242	0.80013	0.19987	0.39975	0.99987	True
IL6R_CRISPRa_sgRNA_1	IL6R	889.96/857.59	994.59/1188.8	873.78	1091.7	0.32089	523.86	68438	0.83296	0.79748	0.20252	0.40504	0.99987	True
LYVE1_CRISPRa_sgRNA_2	LYVE1	798.56/1169.8	790.26/699.21	984.18	744.74	-0.40173	68911	83126	0.83141	0.20287	0.79713	0.40574	0.99987	False
IL15RA_CRISPRa_sgRNA_3	IL15RA	1112.1/1163.9	871.39/869.93	1138	870.66	-0.38588	1342.9	1.0539e+05	0.82402	0.20497	0.79503	0.40993	0.99987	False
PLCG2_CRISPRa_sgRNA_3	PLCG2	920.43/766.7	1197.9/907.59	843.56	1052.8	0.31926	11817	64614	0.82295	0.79464	0.20536	0.41072	0.99987	True
VENTX_CRISPRa_sgRNA_4	VENTX	691.93/561.19	731.17/849.85	626.56	790.51	0.33485	8545.9	39760	0.82222	0.79435	0.20565	0.4113	0.99987	True
CD300LB_CRISPRa_sgRNA_3	CD300LB	626.18/667.9	853.36/777.04	647.04	815.2	0.33284	870.07	41903	0.8215	0.79416	0.20584	0.41169	0.99987	True
CLIC1_CRISPRa_sgRNA_2	CLIC1	1148.1/1115.5	866.38/867.42	1131.8	866.9	-0.38429	533.56	1.0446e+05	0.82024	0.20604	0.79396	0.41208	0.99987	False
SNCA_CRISPRa_sgRNA_3	SNCA	911.61/803.25	933.49/1203.8	857.43	1068.7	0.31739	5870.6	66359	0.82001	0.79381	0.20619	0.41239	0.99987	True
FPR1_CRISPRa_sgRNA_3	FPR1	926.04/631.34	940.5/1006.8	778.69	973.63	0.32195	43425	56697	0.81869	0.79341	0.20659	0.41318	0.99987	True
TLR7_CRISPRa_sgRNA_4	TLR7	736.83/745.95	914.46/942.74	741.39	928.6	0.32444	41.623	52330	0.8184	0.79331	0.20669	0.41338	0.99987	True
SNCA_CRISPRa_sgRNA_4	SNCA	1044.7/1485	1051.7/900.06	1264.8	975.87	-0.37386	96922	1.2528e+05	0.81692	0.20699	0.79301	0.41398	0.99987	False
PTPRE_CRISPRa_sgRNA_2	PTPRE	927.65/1040.4	1111.8/1326.9	984.01	1219.3	0.30905	6354.1	83102	0.81627	0.79276	0.20724	0.41448	0.99987	True
CSF2RA_CRISPRa_sgRNA_1	CSF2RA	1111.3/1351.6	972.55/927.68	1231.4	950.11	-0.37381	28884	1.1991e+05	0.81289	0.20814	0.79186	0.41628	0.99987	False
TNFRSF1A_CRISPRa_sgRNA_4	TNFRSF1A	1100/1261.7	867.38/951.53	1180.9	909.46	-0.3764	13068	1.1197e+05	0.81167	0.20849	0.79151	0.41698	0.99987	False
CD19_CRISPRa_sgRNA_1	CD19	695.13/870.44	1065.7/887.51	782.79	976.6	0.31879	15366	57185	0.8105	0.79106	0.20894	0.41787	0.99987	True
VDR_CRISPRa_sgRNA_5	VDR	1524.2/1665.8	1257/1240.3	1595	1248.6	-0.35294	10029	1.8308e+05	0.80971	0.20905	0.79095	0.41811	0.99987	False
TLR7_CRISPRa_sgRNA_1	TLR7	532.37/552.3	656.05/715.53	542.34	685.79	0.33802	198.49	31417	0.80932	0.7906	0.2094	0.41879	0.99987	True
LRP6_CRISPRa_sgRNA_3	LRP6	977.36/972.2	1419.3/991.7	974.78	1205.5	0.30618	13.271	81832	0.80647	0.78995	0.21005	0.42011	0.99987	True
ABCA1_CRISPRa_sgRNA_1	ABCA1	738.43/751.88	1011.6/847.34	745.15	929.48	0.3185	90.43	52764	0.80243	0.78872	0.21128	0.42255	0.99987	True
ICAM1_CRISPRa_sgRNA_4	ICAM1	1110.4/1111.5	903.44/813.44	1111	858.44	-0.37166	0.56632	1.0134e+05	0.79396	0.21361	0.78639	0.42722	0.99987	False
CD68_CRISPRa_sgRNA_2	CD68	1033.5/1098.7	854.36/793.36	1066.1	823.86	-0.37144	2124.9	94727	0.78769	0.21544	0.78456	0.43088	0.99987	False
CD200R_CRISPRa_sgRNA_2	CD200R	904.39/815.11	792.26/523.47	859.75	657.87	-0.38561	3985.9	66652	0.78315	0.21677	0.78323	0.43354	0.99987	False
LRP8_CRISPRa_sgRNA_3	LRP8	675.89/538.47	805.28/709.25	607.18	757.27	0.31821	9442.7	37773	0.77226	0.77982	0.22018	0.44035	0.99987	True
ADGRG1_CRISPRa_sgRNA_1	ADGRG1	975.75/877.35	1144.8/1131	926.55	1137.9	0.29618	4841	75320	0.77021	0.77933	0.22067	0.44134	0.99987	True
CD1D_CRISPRa_sgRNA_5	CD1D	888.36/823.01	594.95/721.81	855.69	658.38	-0.37766	2135	66138	0.76837	0.22113	0.77887	0.44227	0.99987	False
SYK_CRISPRa_sgRNA_2	SYK	786.53/883.28	989.58/1067	834.91	1028.3	0.30024	4680.1	63535	0.76723	0.77843	0.22157	0.44315	0.99987	True
CCR2_CRISPRa_sgRNA_1	CCR2	923.64/777.57	648.03/661.55	850.6	654.79	-0.37694	10668	65497	0.76627	0.22176	0.77824	0.44352	0.99987	False
PLCB3_CRISPRa_sgRNA_1	PLCB3	1282.8/1711.2	1299.1/1075.8	1497	1187.4	-0.334	91766	1.6505e+05	0.76235	0.22293	0.77707	0.44585	0.99987	False
P2RY12_CRISPRa_sgRNA_5	P2RY12	760.08/978.13	737.18/605.06	869.1	671.12	-0.37247	23774	67841	0.76123	0.22326	0.77674	0.44652	0.99987	False
CSF3R_CRISPRa_sgRNA_3	CSF3R	1481.7/1362.5	1091.7/1159.9	1422.1	1125.8	-0.33674	7104.3	1.5174e+05	0.76082	0.22338	0.77662	0.44676	0.99987	False
FERMT3_CRISPRa_sgRNA_4	FERMT3	1306.9/1537.3	1010.6/1245.3	1422.1	1127.9	-0.33408	26557	1.5175e+05	0.75549	0.22498	0.77502	0.44996	0.99987	False
LILRA5_CRISPRa_sgRNA_5	LILRA5	930.05/956.4	771.23/697.96	943.22	734.59	-0.36022	347.01	77547	0.7501	0.2266	0.7734	0.45319	0.99987	False
TLR10_CRISPRa_sgRNA_5	TLR10	788.14/903.04	1117.8/955.29	845.59	1036.5	0.29343	6601.5	64868	0.74972	0.77319	0.22681	0.45363	0.99987	True
SIRPA_CRISPRa_sgRNA_3	SIRPA	801.77/1100.6	683.09/799.64	951.21	741.36	-0.35915	44664	78623	0.74927	0.22685	0.77315	0.45369	0.99987	False
APOC1_CRISPRa_sgRNA_3	APOC1	705.56/637.27	800.28/857.38	671.41	828.83	0.30347	2331.7	44510	0.74615	0.77204	0.22796	0.45591	0.99987	True
OLR1_CRISPRa_sgRNA_3	OLR1	955.71/992.95	810.29/713.02	974.33	761.66	-0.35486	693.56	81770	0.74457	0.22827	0.77173	0.45653	0.99987	False
ITGB2_CRISPRa_sgRNA_5	ITGB2	1327.7/1568	1380.2/930.19	1447.9	1155.2	-0.32552	28859	1.5627e+05	0.74063	0.22946	0.77054	0.45892	0.99987	False
APP_CRISPRa_sgRNA_5	APP	1108/998.88	780.24/879.98	1053.5	830.11	-0.3434	5958.4	92902	0.73347	0.23163	0.76837	0.46327	0.99987	False
TLR5_CRISPRa_sgRNA_2	TLR5	1059.9/1219.2	914.46/888.76	1139.6	901.61	-0.33758	12683	1.0564e+05	0.73272	0.23186	0.76814	0.46373	0.99987	False
ILDR1_CRISPRa_sgRNA_1	ILDR1	1245.1/1471.1	1088.7/1080.8	1358.1	1084.8	-0.32397	25539	1.4075e+05	0.72903	0.23299	0.76701	0.46598	0.99987	False
NRP2_CRISPRa_sgRNA_3	NRP2	1094.4/875.38	1120.8/1267.9	984.9	1194.3	0.2779	23988	83224	0.72597	0.766	0.234	0.46801	0.99987	True
SPI1_CRISPRa_sgRNA_1	SPI1	1378.2/1466.2	1173.9/1107.2	1422.2	1140.5	-0.31819	3869.4	1.5177e+05	0.7234	0.23472	0.76528	0.46943	0.99987	False
ITGAL_CRISPRa_sgRNA_3	ITGAL	1334.9/1531.4	1175.9/1126	1433.2	1150.9	-0.31615	19301	1.5369e+05	0.72024	0.23569	0.76431	0.47137	0.99987	False
Non_Targeting_18	Non	529.97/496.97	553.88/716.79	513.47	635.33	0.3067	544.46	28737	0.71889	0.76361	0.23639	0.47279	0.99987	True
SUCNR1_CRISPRa_sgRNA_1	SUCNR1	986.98/1035.4	1305.1/1139.8	1011.2	1222.5	0.27346	1174.2	86889	0.71665	0.76313	0.23687	0.47373	0.99987	True
TMEM106B_CRISPRa_sgRNA_5	TMEM106B	1556.2/1655.9	1339.1/1257.8	1606.1	1298.5	-0.3065	4967.6	1.8517e+05	0.71503	0.23729	0.76271	0.47459	0.99987	False
C1QB_CRISPRa_sgRNA_4	C1QB	781.72/784.48	921.47/986.68	783.1	954.07	0.28457	3.8014	57223	0.71472	0.76248	0.23752	0.47503	0.99987	True
TREML2_CRISPRa_sgRNA_1	TREML2	1558.6/1387.2	1242/1133.5	1472.9	1187.8	-0.31018	14701	1.6072e+05	0.71154	0.23837	0.76163	0.47675	0.99987	False
Non_Targeting_4	Non	756.87/780.53	679.08/524.72	768.7	601.9	-0.35237	279.9	55514	0.70928	0.23908	0.76092	0.47815	0.99987	False
TMEM2_CRISPRa_sgRNA_3	TMEM2	1146.5/1077.9	1383.2/1293	1112.2	1338.1	0.26651	2353.5	1.0152e+05	0.70887	0.76074	0.23926	0.47852	0.99987	True
TMEM106A_CRISPRa_sgRNA_1	TMEM106A	857.89/886.25	1046.7/1067	872.07	1056.8	0.27696	401.99	68219	0.70744	0.76025	0.23975	0.4795	0.99987	True
NLRC4_CRISPRa_sgRNA_1	NLRC4	947.69/1045.3	712.14/869.93	996.5	791.03	-0.33276	4765.5	84833	0.7062	0.24003	0.75997	0.48006	0.99987	False
CHRNE_CRISPRa_sgRNA_1	CHRNE	1052.7/894.15	1251/1098.4	973.44	1174.7	0.27088	12572	81648	0.70435	0.75931	0.24069	0.48137	0.99987	True
CTSB_CRISPRa_sgRNA_2	CTSB	621.37/728.16	816.3/831.02	674.77	823.66	0.28727	5702.5	44873	0.70288	0.75876	0.24124	0.48248	0.99987	True
MRC2_CRISPRa_sgRNA_1	MRC2	730.41/716.31	853.36/907.59	723.36	880.48	0.28322	99.438	50268	0.70078	0.75813	0.24187	0.48375	0.99987	True
FOLR2_CRISPRa_sgRNA_3	FOLR2	884.35/803.25	922.47/1121	843.8	1021.7	0.27575	3288.3	64644	0.69983	0.75787	0.24213	0.48425	0.99987	True
LAPTM5_CRISPRa_sgRNA_5	LAPTM5	1364.6/1374.3	1050.7/1159.9	1369.5	1105.3	-0.30893	47.189	1.4267e+05	0.69974	0.24204	0.75796	0.48409	0.99987	False
HLA-DRB5_CRISPRa_sgRNA_2	HLA-DRB5	943.68/1005.8	716.14/834.78	974.74	775.46	-0.32958	1929.1	81826	0.69743	0.24277	0.75723	0.48553	0.99987	False
FOLR2_CRISPRa_sgRNA_1	FOLR2	1277.2/1306.2	1034.7/1048.2	1291.7	1041.4	-0.31043	418.61	1.2966e+05	0.69543	0.24339	0.75661	0.48679	0.99987	False
UNC13D_CRISPRa_sgRNA_3	UNC13D	1100.8/994.93	1296.1/1221.4	1047.9	1258.7	0.26428	5607.4	92098	0.69484	0.75635	0.24365	0.48729	0.99987	True
Non_Targeting_57	Non	1144.9/1063.1	813.3/956.55	1104	884.92	-0.31881	3347.6	1.003e+05	0.69237	0.24435	0.75565	0.4887	0.99987	False
MMP9_CRISPRa_sgRNA_2	MMP9	1078.4/1227.1	985.57/867.42	1152.7	926.5	-0.31491	11061	1.0764e+05	0.69013	0.24506	0.75494	0.49011	0.99987	False
TNFRSF10B_CRISPRa_sgRNA_5	TNFRSF10B	996.6/906.99	1421.3/868.68	951.8	1145	0.26633	4014.4	78702	0.68859	0.75437	0.24563	0.49125	0.99987	True
SLC24A4_CRISPRa_sgRNA_5	SLC24A4	990.99/1084.8	972.55/689.17	1037.9	830.86	-0.32066	4404	90671	0.68829	0.24563	0.75437	0.49127	0.99987	False
FCER1G_CRISPRa_sgRNA_5	FCER1G	1079.2/1155	1455.3/1215.1	1117.1	1335.2	0.25714	2873.3	1.0225e+05	0.68222	0.75239	0.24761	0.49522	0.99987	True
PTPRC_CRISPRa_sgRNA_1	PTPRC	784.93/811.16	948.51/977.89	798.04	963.2	0.27106	343.92	59017	0.67984	0.75157	0.24843	0.49686	0.99987	True
CD300LF_CRISPRa_sgRNA_5	CD300LF	846.67/743.97	603.96/660.3	795.32	632.13	-0.33085	5273.1	58688	0.67484	0.24989	0.75011	0.49978	0.99987	False
IRF8_CRISPRa_sgRNA_4	IRF8	695.93/1040.4	605.97/780.81	868.16	693.39	-0.32388	59320	67720	0.6726	0.2506	0.7494	0.5012	0.99987	False
S100A4_CRISPRa_sgRNA_2	S100A4	319.91/195.63	291.46/354	257.77	322.73	0.32315	7722.7	9360.6	0.67148	0.74807	0.25193	0.50386	0.99987	True
LRP1B_CRISPRa_sgRNA_2	LRP1B	899.58/837.83	1164.9/921.4	868.71	1043.1	0.2637	1906.5	67790	0.66991	0.74843	0.25157	0.50313	0.99987	True
CSF3R_CRISPRa_sgRNA_1	CSF3R	1071.2/1137.2	1213.9/1418.5	1104.2	1316.2	0.25321	2180.6	1.0033e+05	0.66944	0.74833	0.25167	0.50334	0.99987	True
Non_Targeting_80	Non	819.41/1147.1	825.32/756.96	983.24	791.14	-0.31327	53685	82996	0.66759	0.2522	0.7478	0.5044	0.99987	False
TREM1_CRISPRa_sgRNA_4	TREM1	787.34/790.41	626/631.42	788.87	628.71	-0.32693	4.7217	57913	0.66676	0.25246	0.74754	0.50493	0.99987	False
Non_Targeting_3	Non	815.4/618.5	869.39/861.15	716.95	865.27	0.27093	19385	49542	0.66636	0.74725	0.25275	0.5055	0.99987	True
IFNGR1_CRISPRa_sgRNA_2	IFNGR1	1087.2/1334.8	918.47/1049.4	1211	983.95	-0.29926	30654	1.1668e+05	0.66515	0.25298	0.74702	0.50595	0.99987	False
FERMT3_CRISPRa_sgRNA_1	FERMT3	997.4/934.66	848.35/708	966.03	778.18	-0.31161	1968.2	80635	0.66232	0.25388	0.74612	0.50776	0.99987	False
VDR_CRISPRa_sgRNA_4	VDR	983.77/826.97	1108.8/1058.2	905.37	1083.5	0.25886	12294	72526	0.66144	0.74574	0.25426	0.50852	0.99987	True
TGFBR3_CRISPRa_sgRNA_4	TGFBR3	866.71/772.63	1223/744.4	819.67	983.68	0.26285	4426.1	61651	0.66053	0.74542	0.25458	0.50916	0.99987	True
P2RY13_CRISPRa_sgRNA_3	P2RY13	740.03/715.32	910.45/839.81	727.68	875.13	0.26587	305.33	50759	0.65448	0.74344	0.25656	0.51312	0.99987	True
SIGLEC9_CRISPRa_sgRNA_1	SIGLEC9	809.79/729.15	905.44/940.23	769.47	922.84	0.2619	3250.9	55605	0.6504	0.74214	0.25786	0.51572	0.99987	True
Non_Targeting_22	Non	1694.1/1278.5	1244/2252	1486.3	1748	0.23383	86382	1.6312e+05	0.64796	0.74146	0.25854	0.51707	0.99987	True
APOE_CRISPRa_sgRNA_2	APOE	960.52/918.85	1152.8/1085.8	939.68	1119.3	0.25216	868.09	77072	0.64714	0.74114	0.25886	0.51772	0.99987	True
ABCA1_CRISPRa_sgRNA_4	ABCA1	829.83/825.98	891.42/1088.4	827.9	989.89	0.25752	7.42	62666	0.64708	0.74109	0.25891	0.51782	0.99987	True
CD1D_CRISPRa_sgRNA_2	CD1D	778.52/958.37	976.56/1097.1	868.44	1036.9	0.25543	16174	67757	0.64697	0.74107	0.25893	0.51787	0.99987	True
GPR141_CRISPRa_sgRNA_4	GPR141	1096.8/1427.7	1148.8/918.89	1262.2	1033.9	-0.2877	54734	1.2486e+05	0.64674	0.2589	0.7411	0.5178	0.99987	False
IL6R_CRISPRa_sgRNA_5	IL6R	841.86/771.64	995.59/933.95	806.75	964.77	0.25778	2465.4	60072	0.64475	0.74032	0.25968	0.51935	0.99987	True
