id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CD37	5	0.099746	0.10655	0.908842	24	1	-0.051131	0.12786	0.12783	0.937432	26	0	-0.051131
CLEC2B	5	0.10381	0.11031	0.908842	25	1	-0.0031894	0.74836	0.74784	0.98072	145	0	-0.0031894
CTSB	5	0.10785	0.11415	0.908842	26	1	-0.11541	0.38741	0.38761	0.98072	77	0	-0.11541
FCGR2A	5	0.12389	0.12874	0.937761	27	1	0.015467	0.73943	0.73877	0.98072	142	0	0.015467
Non	100	0.12439	0.35197	0.963218	28	6	-0.023247	0.043293	0.044619	0.937432	9	1	-0.023247
CXCR4	5	0.12786	0.1323	0.937761	29	1	0.07709	0.84279	0.84184	0.98072	167	0	0.07709
TGFBR3	5	0.13182	0.13593	0.937761	30	1	0.066314	0.48514	0.48433	0.98072	96	0	0.066314
TGFBI	5	0.13577	0.13948	0.937761	31	1	0.22821	0.472	0.47136	0.98072	92	0	0.22821
FLT1	5	0.1397	0.14341	0.937761	32	1	-0.039408	0.30232	0.30286	0.98072	59	0	-0.039408
CD300A	5	0.14361	0.14722	0.937761	33	1	-0.023221	0.58113	0.58066	0.98072	113	0	-0.023221
HEXA	5	0.14752	0.15098	0.937761	34	1	-0.058399	0.8125	0.81091	0.98072	162	0	-0.058399
CD69	5	0.1514	0.15479	0.937761	35	1	-0.0065527	0.8601	0.8598	0.98072	173	0	-0.0065527
TYROBP	5	0.15528	0.15856	0.937761	36	1	-0.27004	0.83666	0.8359	0.98072	166	0	-0.27004
ITGA5	5	0.16681	0.16937	0.950867	37	1	0.058015	0.77233	0.77108	0.98072	150	0	0.058015
PILRA	5	0.17063	0.1732	0.950867	38	1	-0.12223	0.95127	0.9508	0.98072	200	0	-0.12223
TP53	5	0.17443	0.17701	0.950867	39	1	-0.12252	0.81595	0.81449	0.98072	163	0	-0.12252
SLC24A4	5	0.17822	0.18061	0.950867	40	1	-0.21673	0.066728	0.065566	0.937432	14	0	-0.21673
ITM2C	5	0.18199	0.18391	0.950867	41	1	-0.034197	0.89751	0.89711	0.98072	182	0	-0.034197
TYRO3	5	0.1895	0.19089	0.950867	42	1	-0.28021	0.71922	0.71737	0.98072	138	0	-0.28021
TMEM106B	5	0.19323	0.19467	0.950867	43	1	-0.057833	0.97698	0.97667	0.981408	206	0	-0.057833
NLRP3	5	0.19695	0.19858	0.950867	44	1	-0.1661	0.88078	0.88034	0.98072	178	0	-0.1661
GPNMB	5	0.20066	0.20212	0.950867	45	1	0.024833	0.8564	0.85584	0.98072	172	0	0.024833
MRC2	5	0.20803	0.20955	0.963218	46	1	-0.1511	0.322	0.3227	0.98072	63	0	-0.1511
SPI1	5	0.21535	0.21637	0.963218	47	1	0.39414	0.16298	0.16399	0.937432	35	0	0.39414
CSF3R	5	0.21898	0.22015	0.963218	48	1	-0.023934	0.67323	0.67203	0.98072	128	0	-0.023934
NPC2	5	0.22982	0.23143	0.963218	49	0	-0.03821	0.94462	0.94414	0.98072	198	0	-0.03821
TLR10	5	0.2334	0.23475	0.963218	50	0	-0.0043135	0.60903	0.60784	0.98072	117	0	-0.0043135
IL6R	5	0.23697	0.23821	0.963218	51	0	-0.053251	0.4586	0.45772	0.98072	89	0	-0.053251
PLEK	5	0.24053	0.24175	0.963218	52	0	-0.02934	0.62946	0.62859	0.98072	121	0	-0.02934
CD58	5	0.24407	0.24499	0.963218	53	0	0.12438	0.72714	0.7256	0.98072	139	0	0.12438
SIGLEC9	5	0.2476	0.24846	0.963218	54	0	-0.11861	0.64325	0.6422	0.98072	124	0	-0.11861
P2RY6	5	0.25112	0.25194	0.963218	55	0	-0.08866	0.67141	0.67014	0.98072	127	0	-0.08866
LRP6	5	0.25812	0.25895	0.963218	56	0	-0.19091	0.74244	0.74163	0.98072	143	0	-0.19091
NRP2	5	0.26506	0.26604	0.963218	57	0	-0.23053	0.47729	0.47642	0.98072	94	0	-0.23053
TARDBP	5	0.26851	0.26949	0.963218	58	0	0.056298	0.35069	0.35143	0.98072	68	0	0.056298
ADA2	5	0.27195	0.27273	0.963218	59	0	-0.21555	0.89166	0.89104	0.98072	181	0	-0.21555
IFNGR1	5	0.27879	0.27933	0.963218	60	0	-0.11052	0.59848	0.59773	0.98072	116	0	-0.11052
SUCNR1	5	0.28558	0.28654	0.963218	61	0	0.082869	0.52544	0.52472	0.98072	104	0	0.082869
CD52	5	0.29231	0.29324	0.963218	62	0	-0.095532	0.032748	0.032128	0.936985	7	0	-0.095532
NFATC2	5	0.31222	0.31273	0.963218	63	0	0.0072188	0.25812	0.25895	0.98072	53	0	0.0072188
IRF5	5	0.31549	0.31609	0.963218	64	0	-0.096595	0.75418	0.75328	0.98072	147	0	-0.096595
OLR1	5	0.31875	0.31931	0.963218	65	0	-0.17023	0.9104	0.90916	0.98072	183	0	-0.17023
TREML2	5	0.32524	0.32567	0.963218	66	0	-0.17499	0.93678	0.93611	0.98072	193	0	-0.17499
LYVE1	5	0.32846	0.32923	0.963218	67	0	-0.090036	0.70783	0.70593	0.98072	136	0	-0.090036
C9orf72	5	0.33167	0.3326	0.963218	68	0	-0.13782	0.92138	0.92055	0.98072	189	0	-0.13782
TMEM2	5	0.33806	0.33897	0.963218	69	0	-0.16087	0.91724	0.91633	0.98072	188	0	-0.16087
SLC16A5	5	0.34124	0.3422	0.963218	70	0	0.11501	0.2117	0.21289	0.98072	44	0	0.11501
CD40	5	0.34755	0.34848	0.963218	71	0	-0.058429	0.62342	0.62272	0.98072	119	0	-0.058429
CD48	5	0.35069	0.35143	0.963218	72	0	0.078138	0.17443	0.17554	0.937432	38	0	0.078138
EPHA1	5	0.35381	0.35453	0.963218	73	0	-0.17045	0.15913	0.15998	0.937432	34	0	-0.17045
LRP8	5	0.36003	0.36045	0.963218	74	0	-0.14346	0.84579	0.84493	0.98072	168	0	-0.14346
IL1RN	5	0.36312	0.36311	0.963218	75	0	0.037642	0.68744	0.68618	0.98072	131	0	0.037642
VLDLR	5	0.3662	0.36621	0.963218	76	0	-0.13685	0.93331	0.93259	0.98072	192	0	-0.13685
CLIC1	5	0.36926	0.3693	0.963218	77	0	-0.13763	0.94374	0.94309	0.98072	197	0	-0.13763
CDKN2A	5	0.37232	0.37224	0.963218	78	0	-0.075433	0.36312	0.36311	0.98072	71	0	-0.075433
PTPRC	5	0.37536	0.37537	0.963218	79	0	-0.035613	0.15528	0.15612	0.937432	33	0	-0.035613
SQSTM1	5	0.37839	0.37859	0.963218	80	0	-0.13186	0.77503	0.77398	0.98072	151	0	-0.13186
CR2	5	0.38141	0.38158	0.963218	81	0	-0.15273	0.91294	0.91202	0.98072	184	0	-0.15273
CTLA4	5	0.38442	0.38456	0.963218	82	0	0.1785	0.31222	0.31273	0.98072	61	0	0.1785
IL15	5	0.38741	0.38761	0.963218	83	0	0.046567	0.3904	0.39087	0.98072	78	0	0.046567
CSF2RA	5	0.3904	0.39087	0.963218	84	0	-0.26765	0.52055	0.51961	0.98072	103	0	-0.26765
FCGR1A	5	0.40806	0.4084	0.974138	85	0	0.25472	0.28558	0.28654	0.98072	56	0	0.25472
CD200R	5	0.41673	0.41666	0.974138	86	0	0.030485	0.43096	0.43056	0.98072	84	0	0.030485
CD86	5	0.42246	0.42217	0.974138	87	0	0.11691	0.062534	0.061472	0.937432	13	0	0.11691
FPR3	5	0.42531	0.42491	0.974138	88	0	0.038954	0.35381	0.35453	0.98072	69	0	0.038954
IL23A	5	0.43096	0.43056	0.974138	89	0	0.078165	0.46667	0.46593	0.98072	91	0	0.078165
LTBR	5	0.43378	0.43349	0.974138	90	0	0.21729	0.37839	0.37859	0.98072	74	0	0.21729
LSR	5	0.43937	0.43909	0.974138	91	0	-0.12361	0.98708	0.98622	0.986219	207	0	-0.12361
SORL1	5	0.44215	0.44162	0.974138	92	0	-0.14014	0.43658	0.43609	0.98072	86	0	-0.14014
FCER1G	5	0.44492	0.44424	0.974138	93	0	-0.047857	0.79939	0.79866	0.98072	156	0	-0.047857
APOC1	5	0.44768	0.4474	0.974138	94	0	-0.13756	0.47465	0.47383	0.98072	93	0	-0.13756
SERPINA1	5	0.45588	0.45519	0.974138	95	0	-0.084386	0.67503	0.67399	0.98072	129	0	-0.084386
SIGLEC5	5	0.4586	0.45772	0.974138	96	0	-0.21346	0.80899	0.80743	0.98072	160	0	-0.21346
CD33	5	0.46399	0.46326	0.974138	97	0	0.077748	0.30563	0.30599	0.98072	60	0	0.077748
TREM1	5	0.46934	0.46846	0.974138	98	0	-0.049606	0.71112	0.709	0.98072	137	0	-0.049606
SPP1	5	0.47465	0.47383	0.974138	99	0	-0.14946	0.93964	0.93903	0.98072	194	0	-0.14946
LRRK2	5	0.47729	0.47642	0.974138	100	0	-0.063295	0.85165	0.851	0.98072	169	0	-0.063295
TGFB1	5	0.47992	0.47914	0.974138	101	0	-0.074915	0.85546	0.85487	0.98072	171	0	-0.074915
LRP1B	5	0.48254	0.48172	0.974138	102	0	0.077154	0.037049	0.036212	0.936985	8	0	0.077154
CLN3	5	0.48774	0.48689	0.974138	103	0	0.0067762	0.59204	0.59106	0.98072	114	0	0.0067762
PLAUR	5	0.49033	0.48942	0.974138	104	0	0.050511	0.27195	0.27273	0.98072	54	0	0.050511
PILRB	5	0.49802	0.4973	0.976512	105	0	0.095947	0.4196	0.41943	0.98072	83	0	0.095947
ADGRG1	5	0.50056	0.50005	0.976512	106	0	-0.098728	0.64903	0.64821	0.98072	125	0	-0.098728
HAVCR1	5	0.51313	0.51258	0.978536	107	0	0.14406	0.14752	0.14801	0.937432	31	0	0.14406
CD300LF	5	0.51561	0.51495	0.978536	108	0	-0.14583	0.38442	0.38456	0.98072	76	0	-0.14583
CD19	5	0.52055	0.51961	0.978536	109	0	-0.090646	0.56998	0.56937	0.98072	111	0	-0.090646
C1QA	5	0.523	0.52201	0.978536	110	0	0.053517	0.53989	0.53918	0.98072	107	0	0.053517
CSF1R	5	0.52544	0.52472	0.978536	111	0	-0.10075	0.44492	0.44424	0.98072	87	0	-0.10075
P2RY12	5	0.53511	0.53438	0.978662	112	0	-0.12219	0.1397	0.13994	0.937432	29	0	-0.12219
ITM2B	5	0.53751	0.53671	0.978662	113	0	-0.14317	0.49547	0.49464	0.98072	99	0	-0.14317
SELPLG	5	0.54226	0.5416	0.978662	114	0	0.0089036	0.38141	0.38158	0.98072	75	0	0.0089036
ITGAL	5	0.54463	0.54385	0.978662	115	0	0.10118	0.4613	0.46039	0.98072	90	0	0.10118
IL2RG	5	0.55398	0.55308	0.978662	116	0	-0.002124	0.0541	0.053016	0.937432	11	0	-0.002124
CHRNE	5	0.55629	0.55548	0.978662	117	0	-0.039355	0.78685	0.78617	0.98072	153	0	-0.039355
PLCB3	5	0.5609	0.56034	0.978662	118	0	-0.0040984	0.16681	0.16756	0.937432	36	0	-0.0040984
TLR7	5	0.56318	0.56261	0.978662	119	0	0.08084	0.24407	0.24499	0.98072	50	0	0.08084
CD80	5	0.57223	0.57152	0.985868	120	0	0.11049	0.22261	0.22441	0.98072	46	0	0.11049
FCGR3A	5	0.5877	0.58677	0.996688	121	0	0.11232	0.39633	0.39675	0.98072	79	0	0.11232
CD68	5	0.58988	0.58908	0.996688	122	0	-0.05427	0.079222	0.078425	0.937432	17	0	-0.05427
ICAM3	5	0.59634	0.59564	0.996688	123	0	-0.056335	0.62746	0.62663	0.98072	120	0	-0.056335
SIGLEC7	5	0.59848	0.59773	0.996688	124	0	0.27195	0.10785	0.10776	0.937432	22	0	0.27195
TLR2	5	0.60483	0.60396	0.996688	125	0	-0.014773	0.27879	0.27933	0.98072	55	0	-0.014773
CD81	5	0.62544	0.62472	0.996688	126	0	-0.15436	0.97155	0.97122	0.981408	204	0	-0.15436
CD300C	5	0.62946	0.62859	0.996688	127	0	0.002721	0.7364	0.73552	0.98072	141	0	0.002721
SCARB1	5	0.63146	0.63059	0.996688	128	0	-0.17291	0.53271	0.5322	0.98072	105	0	-0.17291
ABI3	5	0.63344	0.63262	0.996688	129	0	-0.012359	0.13182	0.13177	0.937432	27	0	-0.012359
NRP1	5	0.65474	0.65418	0.996688	130	0	0.084351	0.47992	0.47914	0.98072	95	0	0.084351
TREML4	5	0.6585	0.65795	0.996688	131	0	-0.046216	0.9148	0.91398	0.98072	186	0	-0.046216
GPR87	5	0.66037	0.65949	0.996688	132	0	0.030984	0.80424	0.80307	0.98072	157	0	0.030984
IL1R2	5	0.66408	0.66312	0.996688	133	0	-0.1453	0.59634	0.59564	0.98072	115	0	-0.1453
FOLR2	5	0.66593	0.66509	0.996688	134	0	-0.093523	0.32524	0.32567	0.98072	64	0	-0.093523
CD180	5	0.66959	0.66829	0.996688	135	0	-0.079885	0.88397	0.8835	0.98072	179	0	-0.079885
SLC52A1	5	0.67503	0.67399	0.996688	136	0	0.15023	0.4929	0.4923	0.98072	98	0	0.15023
SYK	5	0.67683	0.67554	0.996688	137	0	0.018271	0.53511	0.53438	0.98072	106	0	0.018271
CTSH	5	0.67861	0.67732	0.996688	138	0	-0.1121	0.75561	0.75461	0.98072	148	0	-0.1121
RYR1	5	0.68039	0.679	0.996688	139	0	0.14972	0.1514	0.15211	0.937432	32	0	0.14972
CSF2RB	5	0.69777	0.69596	0.996688	140	0	-0.079004	0.69607	0.69432	0.98072	134	0	-0.079004
TMEM106A	5	0.69947	0.69758	0.996688	141	0	0.011642	0.83033	0.82913	0.98072	165	0	0.011642
ITGB3	5	0.70115	0.69923	0.996688	142	0	-0.031863	0.21898	0.22012	0.98072	45	0	-0.031863
BIN1	5	0.70283	0.70092	0.996688	143	0	0.032112	0.22622	0.22802	0.98072	47	0	0.032112
CLU	5	0.70948	0.70743	0.996688	144	0	0.088081	0.1199	0.12003	0.937432	24	0	0.088081
FCGR3B	5	0.71761	0.71577	0.996688	145	0	-0.031694	0.25462	0.25547	0.98072	52	0	-0.031694
CCR2	5	0.72241	0.72069	0.996688	146	0	0.15276	0.5031	0.5025	0.98072	100	0	0.15276
VCP	5	0.7287	0.72712	0.996688	147	0	0.045794	0.48774	0.48689	0.98072	97	0	0.045794
FPR1	5	0.7364	0.73552	0.996688	148	0	0.063927	0.37536	0.37537	0.98072	73	0	0.063927
TGFBR1	5	0.74393	0.74332	0.996688	149	0	-0.065474	0.86373	0.86316	0.98072	175	0	-0.065474
PTPRE	5	0.74982	0.74917	0.996688	150	0	0.16222	0.70115	0.69923	0.98072	135	0	0.16222
NLRC4	5	0.75704	0.75596	0.996688	151	0	0.030808	0.45316	0.4525	0.98072	88	0	0.030808
FPR2	5	0.75988	0.7589	0.996688	152	0	0.17784	0.04986	0.049121	0.937432	10	0	0.17784
AXL	5	0.76129	0.76018	0.996688	153	0	-0.023607	0.93021	0.92933	0.98072	190	0	-0.023607
PLCG2	5	0.76409	0.76289	0.996688	154	0	0.2784	0.091581	0.091394	0.937432	20	0	0.2784
GBA	5	0.77503	0.77398	0.996688	155	0	0.26865	0.1159	0.11561	0.937432	23	0	0.26865
TGFBR2	5	0.77637	0.77522	0.996688	156	0	-0.12523	0.55398	0.55308	0.98072	109	0	-0.12523
LILRB4	5	0.77903	0.77805	0.996688	157	0	0.30922	0.13577	0.13566	0.937432	28	0	0.30922
IRF8	5	0.79693	0.79614	0.996688	158	0	0.14359	0.40222	0.40225	0.98072	80	0	0.14359
TNFRSF13C	5	0.80899	0.80743	0.996688	159	0	-0.028365	0.77098	0.7696	0.98072	149	0	-0.028365
ITGB2	5	0.81822	0.81681	0.996688	160	0	0.048962	0.86904	0.86835	0.98072	176	0	0.048962
ABCA7	5	0.81935	0.81782	0.996688	161	0	-0.052102	0.65284	0.65225	0.98072	126	0	-0.052102
MMP9	5	0.82047	0.81883	0.996688	162	0	-0.019549	0.74689	0.74631	0.98072	144	0	-0.019549
ITGAM	5	0.82381	0.82251	0.996688	163	0	0.32324	0.29566	0.29636	0.98072	57	0	0.32324
VDR	5	0.82601	0.82505	0.996688	164	0	-0.037258	0.97024	0.96991	0.981408	202	0	-0.037258
LDLRAD3	5	0.82709	0.82616	0.996688	165	0	0.061556	0.80663	0.80526	0.98072	159	0	0.061556
ITGAX	5	0.82818	0.82721	0.996688	166	0	0.10357	0.79693	0.79614	0.98072	155	0	0.10357
APOE	5	0.82926	0.82813	0.996688	167	0	0.17042	0.12389	0.12384	0.937432	25	0	0.17042
IFNGR2	5	0.83246	0.83152	0.996688	168	0	0.12908	0.69264	0.69106	0.98072	133	0	0.12908
DPYD	5	0.83666	0.8359	0.996688	169	0	-0.047603	0.68393	0.68265	0.98072	130	0	-0.047603
LPL	5	0.84279	0.84184	0.996688	170	0	0.375	0.015391	0.015135	0.936985	3	0	0.375
C1QB	5	0.8438	0.8429	0.996688	171	0	-0.073465	0.80544	0.80417	0.98072	158	0	-0.073465
CLEC7A	5	0.85546	0.85487	0.996688	172	0	0.080257	0.1895	0.1902	0.937432	42	0	0.080257
LYZ	5	0.85918	0.85889	0.996688	173	0	0.16097	0.56318	0.56261	0.98072	110	0	0.16097
LDLR	5	0.87248	0.87198	0.996688	174	0	0.0327	0.34124	0.3422	0.98072	66	0	0.0327
CD14	5	0.87333	0.87297	0.996688	175	0	0.14783	0.63935	0.63833	0.98072	123	0	0.14783
MRC1	5	0.87669	0.8763	0.996688	176	0	-0.035193	0.85261	0.85193	0.98072	170	0	-0.035193
GRN	5	0.89166	0.89104	0.996688	177	0	-0.0041381	0.024101	0.023492	0.936985	5	0	-0.0041381
TREM2	5	0.89751	0.89711	0.996688	178	0	0.2015	0.18575	0.18637	0.937432	41	0	0.2015
MS4A6A	5	0.90103	0.90058	0.996688	179	0	0.31132	0.24053	0.24175	0.98072	49	0	0.31132
APP	5	0.90173	0.90112	0.996688	180	0	-0.012354	0.87163	0.87111	0.98072	177	0	-0.012354
TNFRSF10B	5	0.90514	0.90404	0.996688	181	0	0.10231	0.083356	0.082808	0.937432	18	0	0.10231
MS4A4A	5	0.90581	0.90476	0.996688	182	0	0.12883	0.028432	0.027885	0.936985	6	0	0.12883
GPR141	5	0.91167	0.91084	0.996688	183	0	0.25568	0.058324	0.05704	0.937432	12	0	0.25568
GPR65	5	0.91603	0.9151	0.996688	184	0	0.13662	0.32846	0.32923	0.98072	65	0	0.13662
CLEC2D	5	0.9208	0.91988	0.996688	185	0	0.12204	0.0066196	0.0063898	0.936985	1	0	0.12204
HLA-DRB5	5	0.92138	0.92055	0.996688	186	0	-0.022272	0.91418	0.91326	0.98072	185	0	-0.022272
CXCR3	5	0.93331	0.93259	0.996688	187	0	0.024652	0.74982	0.74917	0.98072	146	0	0.024652
CD226	5	0.9387	0.93827	0.996688	188	0	0.2675	0.075072	0.074152	0.937432	16	0	0.2675
ILDR1	5	0.94592	0.94548	0.996688	189	0	0.23996	0.54463	0.54385	0.98072	108	0	0.23996
CD1D	5	0.94719	0.94666	0.996688	190	0	-0.0084877	0.36003	0.36045	0.98072	70	0	-0.0084877
SELL	5	0.95087	0.95039	0.996688	191	0	0.1278	0.61525	0.61413	0.98072	118	0	0.1278
P2RY13	5	0.96233	0.96185	0.996688	192	0	0.29366	0.070908	0.06972	0.937432	15	0	0.29366
IL2RA	5	0.96749	0.96715	0.996688	193	0	0.12991	0.087476	0.086872	0.937432	19	0	0.12991
IL1R1	5	0.97024	0.96991	0.996688	194	0	0.26834	0.10381	0.10348	0.937432	21	0	0.26834
FCGR2B	5	0.97051	0.97016	0.996688	195	0	0.22735	0.3662	0.36621	0.98072	72	0	0.22735
UNC13D	5	0.97103	0.97068	0.996688	196	0	0.058271	0.20435	0.20531	0.98072	43	0	0.058271
IL15RA	5	0.9733	0.97278	0.996688	197	0	0.054427	0.86193	0.86153	0.98072	174	0	0.054427
C1QC	5	0.97378	0.97324	0.996688	198	0	0.15857	0.019754	0.019329	0.936985	4	0	0.15857
GPR183	5	0.98024	0.97965	0.996688	199	0	0.24604	0.3444	0.34534	0.98072	67	0	0.24604
CLECL1	5	0.98137	0.98061	0.996688	200	0	0.072385	0.51064	0.50998	0.98072	102	0	0.072385
SIRPA	5	0.98244	0.98177	0.996688	201	0	0.10225	0.31875	0.31931	0.98072	62	0	0.10225
C3AR1	5	0.98864	0.98791	0.996688	202	0	0.14269	0.011013	0.010982	0.936985	2	0	0.14269
FCGR2C	5	0.989	0.98829	0.996688	203	0	0.20297	0.22982	0.23143	0.98072	48	0	0.20297
CD300LB	5	0.99419	0.99366	0.996688	204	0	0.21409	0.17822	0.17935	0.937432	39	0	0.21409
ICAM1	5	0.99434	0.99383	0.996688	205	0	0.21404	0.25112	0.25194	0.98072	51	0	0.21404
LILRA5	5	0.99595	0.99553	0.996688	206	0	0.13364	0.50814	0.50775	0.98072	101	0	0.13364
SIRPB1	5	0.997	0.99669	0.996688	207	0	0.25224	0.17063	0.17155	0.937432	37	0	0.25224
