sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SERPINA1_CRISPRi_sgRNA_1	SERPINA1	2389.4/4182.5	1629.8/1814.8	3285.9	1722.3	-0.93154	1.6075e+06	3.8727e+08	1.545	0.061169	0.93883	0.12234	0.42746	False
LDLR_CRISPRi_sgRNA_3	LDLR	4088.9/4440.4	2006.3/2734.2	4264.7	2370.2	-0.84714	61776	7.3203e+08	1.5407	0.061698	0.9383	0.1234	0.42746	False
Non_Targeting_25	Non	4270.6/4501.3	2232.6/2697.9	4386	2465.2	-0.83092	26602	7.8391e+08	1.5377	0.062061	0.93794	0.12412	0.42746	False
IL23A_CRISPRi_sgRNA_2	IL23A	2186.3/2257.9	996.1/1209.5	2222.1	1102.8	-1.0101	2560.5	1.4898e+08	1.5351	0.062383	0.93762	0.12477	0.42746	False
LRP1B_CRISPRi_sgRNA_1	LRP1B	1967.7/2043.4	850.58/1108.6	2005.5	979.61	-1.033	2865.9	1.1598e+08	1.5334	0.062592	0.93741	0.12518	0.42746	False
TGFB1_CRISPRi_sgRNA_3	TGFB1	2181.5/2786.4	1336/1210.7	2483.9	1273.3	-0.96349	1.8295e+05	1.9555e+08	1.5293	0.0631	0.9369	0.1262	0.42746	False
Non_Targeting_36	Non	2375.8/2719.7	1259.9/1381.8	2547.8	1320.9	-0.94722	59133	2.0805e+08	1.5259	0.063514	0.93649	0.12703	0.42746	False
TYRO3_CRISPRi_sgRNA_2	TYRO3	1734.5/1512	771.72/792.37	1623.3	782.04	-1.0526	24745	6.9196e+07	1.5202	0.06423	0.93577	0.12846	0.42746	False
SCARB1_CRISPRi_sgRNA_5	SCARB1	2289.3/2621.2	1228/1336.5	2455.2	1282.2	-0.93667	55056	1.9008e+08	1.5186	0.064433	0.93557	0.12887	0.42746	False
ABCA1_CRISPRi_sgRNA_4	ABCA1	1633.4/1688.8	660.94/970.34	1661.1	815.64	-1.0253	1534.5	7.3205e+07	1.5126	0.065187	0.93481	0.13037	0.42746	False
PLCB3_CRISPRi_sgRNA_2	PLCB3	1290.4/1319.8	523.87/708.48	1305.1	616.18	-1.0815	430.4	4.0616e+07	1.5098	0.065541	0.93446	0.13108	0.42746	False
SIGLEC9_CRISPRi_sgRNA_1	SIGLEC9	1613/1726.5	945.41/714.15	1669.8	829.78	-1.008	6439.2	7.4138e+07	1.5069	0.065916	0.93408	0.13183	0.42746	False
CCR2_CRISPRi_sgRNA_1	CCR2	2575/2860.8	1787.5/1203.9	2717.9	1495.7	-0.86123	40829	2.4363e+08	1.5015	0.066614	0.93339	0.13323	0.42746	False
LDLR_CRISPRi_sgRNA_4	LDLR	3373.7/3418.2	2048.5/1893.1	3396	1970.8	-0.78474	989.52	4.1972e+08	1.496	0.067331	0.93267	0.13466	0.42746	False
P2RY12_CRISPRi_sgRNA_1	P2RY12	2037.7/2064.7	1143.5/1038.3	2051.2	1090.9	-0.91027	364.55	1.2252e+08	1.4916	0.067899	0.9321	0.1358	0.42746	False
FPR2_CRISPRi_sgRNA_3	FPR2	2156.2/2508.1	1263.7/1283.2	2332.2	1273.4	-0.87243	61923	1.6765e+08	1.4905	0.068046	0.93195	0.13609	0.42746	False
Non_Targeting_83	Non	1784/1912	977.33/961.27	1848	969.3	-0.93027	8187.4	9.4977e+07	1.4887	0.068283	0.93172	0.13657	0.42746	False
CD19_CRISPRi_sgRNA_3	CD19	2275.7/2615.4	1165.1/1539.4	2445.5	1352.2	-0.85433	57677	1.8825e+08	1.4886	0.068293	0.93171	0.13659	0.42746	False
SELL_CRISPRi_sgRNA_2	SELL	2351.5/2455	1498.4/1157.4	2403.2	1327.9	-0.85538	5352.6	1.804e+08	1.4873	0.068469	0.93153	0.13694	0.42746	False
S100A4_CRISPRi_sgRNA_5	S100A4	1839.4/2451.1	1174.5/1148.3	2145.3	1161.4	-0.88473	1.8708e+05	1.3671e+08	1.4868	0.068538	0.93146	0.13708	0.42746	False
GPR87_CRISPRi_sgRNA_1	GPR87	2000.7/2052.1	1031.8/1152.8	2026.4	1092.3	-0.89094	1319.3	1.1895e+08	1.4834	0.068979	0.93102	0.13796	0.42746	False
SCARB1_CRISPRi_sgRNA_3	SCARB1	2670.2/2679.1	1681.5/1380.7	2674.7	1531.1	-0.80442	39.557	2.3428e+08	1.4794	0.069518	0.93048	0.13904	0.42746	False
Non_Targeting_99	Non	2245.6/2128.4	1185.7/1239	2187	1212.4	-0.8506	6865.2	1.433e+08	1.4763	0.069935	0.93007	0.13987	0.42746	False
LRP1_CRISPRi_sgRNA_1	LRP1	2348.6/2396	1567.9/1124.5	2372.3	1346.2	-0.81697	1125.6	1.7478e+08	1.4721	0.070502	0.9295	0.141	0.42746	False
GPR65_CRISPRi_sgRNA_2	GPR65	1681/1676.3	935.08/853.58	1678.7	894.33	-0.90768	11.403	7.5105e+07	1.4711	0.070628	0.92937	0.14126	0.42746	False
APOE_CRISPRi_sgRNA_3	APOE	1881.2/2225	973.57/1318.3	2053.1	1146	-0.84071	59108	1.2281e+08	1.4664	0.071264	0.92874	0.14253	0.42746	False
TGFBR2_CRISPRi_sgRNA_4	TGFBR2	2034.7/2587.3	1291.8/1362.6	2311	1327.2	-0.7997	1.5269e+05	1.6396e+08	1.4632	0.071711	0.92829	0.14342	0.42746	False
CLDN7_CRISPRi_sgRNA_2	CLDN7	1205.9/1188.4	571.75/645	1197.1	608.38	-0.97537	153.45	3.2894e+07	1.4631	0.07172	0.92828	0.14344	0.42746	False
PLAUR_CRISPRi_sgRNA_5	PLAUR	2257.3/2302.3	1480.5/1141.5	2279.8	1311	-0.79774	1015.6	1.586e+08	1.4611	0.071994	0.92801	0.14399	0.42746	False
TREM2_CRISPRi_sgRNA_3	TREM2	2055.1/2274.3	1322.8/1159.6	2164.7	1241.2	-0.80192	24017	1.3976e+08	1.4575	0.072492	0.92751	0.14498	0.42746	False
SIRPB1_CRISPRi_sgRNA_2	SIRPB1	2254.3/2328.4	1495.6/1167.6	2291.4	1331.6	-0.78264	2743.2	1.6058e+08	1.4561	0.072687	0.92731	0.14537	0.42746	False
SCIMP_CRISPRi_sgRNA_1	SCIMP	2235.9/1808.6	1003.6/1292.3	2022.3	1147.9	-0.81637	91273	1.1835e+08	1.456	0.072692	0.92731	0.14538	0.42746	False
AIF1_CRISPRi_sgRNA_1	AIF1	1873.4/1752.6	877.81/1151.7	1813	1014.8	-0.83663	7302	9.0643e+07	1.4527	0.073158	0.92684	0.14632	0.42746	False
CTLA4_CRISPRi_sgRNA_5	CTLA4	2543.9/2374.8	1401.7/1522.4	2459.4	1462	-0.7499	14301	1.9086e+08	1.4511	0.073375	0.92663	0.14675	0.42746	False
FPR3_CRISPRi_sgRNA_3	FPR3	1215.6/1543.9	760.46/718.68	1379.8	739.57	-0.89875	53893	4.6527e+07	1.4487	0.07371	0.92629	0.14742	0.42746	False
SIRPB1_CRISPRi_sgRNA_1	SIRPB1	2023.1/2045.3	1325.6/1039.5	2034.2	1182.6	-0.78204	247.63	1.2007e+08	1.444	0.074372	0.92563	0.14874	0.42746	False
CD52_CRISPRi_sgRNA_1	CD52	2256.3/2222.1	1227.1/1434	2239.2	1330.5	-0.75057	583.07	1.518e+08	1.442	0.074657	0.92534	0.14931	0.42746	False
LTBR_CRISPRi_sgRNA_4	LTBR	1616.9/1711	949.16/921.59	1664	935.38	-0.83034	4431	7.3512e+07	1.4419	0.07467	0.92533	0.14934	0.42746	False
Non_Targeting_73	Non	2563.3/2302.3	1438.3/1531.5	2432.8	1484.9	-0.71192	34065	1.8587e+08	1.436	0.0755	0.9245	0.151	0.42746	False
TNFRSF13C_CRISPRi_sgRNA_1	TNFRSF13C	2378.7/2483	1392.3/1579.1	2430.9	1485.7	-0.70997	5436.8	1.855e+08	1.4352	0.075615	0.92439	0.15123	0.42746	False
SELPLG_CRISPRi_sgRNA_3	SELPLG	2958.8/3266.5	2011.9/1979.2	3112.7	1995.6	-0.6411	47345	3.3929e+08	1.4348	0.075677	0.92432	0.15135	0.42746	False
SLC24A4_CRISPRi_sgRNA_4	SLC24A4	5699/6943.7	4620/4724.7	6321.4	4672.4	-0.436	7.7462e+05	1.914e+09	1.4319	0.07608	0.92392	0.15216	0.42746	False
Non_Targeting_6	Non	2007.5/2029.9	1156.6/1253.7	2018.7	1205.2	-0.74369	249.61	1.1784e+08	1.429	0.0765	0.9235	0.153	0.42746	False
Non_Targeting_5	Non	2229.1/2491.7	1386.7/1533.7	2360.4	1460.2	-0.69249	34483	1.7264e+08	1.4257	0.076971	0.92303	0.15394	0.42746	False
SQSTM1_CRISPRi_sgRNA_2	SQSTM1	1821/1798	977.33/1154	1809.5	1065.7	-0.76329	263.72	9.0212e+07	1.4253	0.077031	0.92297	0.15406	0.42746	False
CR2_CRISPRi_sgRNA_4	CR2	2801.4/3202.8	1873/2052.9	3002.1	1962.9	-0.6127	80548	3.106e+08	1.4205	0.077727	0.92227	0.15545	0.42746	False
OLR1_CRISPRi_sgRNA_2	OLR1	2977.3/4134.1	2542.4/2280.7	3555.7	2411.6	-0.55999	6.6916e+05	4.6957e+08	1.4183	0.078055	0.92194	0.15611	0.42746	False
VDR_CRISPRi_sgRNA_2	VDR	1655.8/2465.6	1075.9/1452.1	2060.7	1264	-0.70469	3.2791e+05	1.2392e+08	1.4166	0.078307	0.92169	0.15661	0.42746	False
Non_Targeting_17	Non	2160.1/2338.1	1359.4/1480.4	2249.1	1419.9	-0.66314	15840	1.5343e+08	1.4099	0.079288	0.92071	0.15858	0.42746	False
TLR4_CRISPRi_sgRNA_2	TLR4	1882.2/2319.7	1203.6/1427.2	2101	1315.4	-0.67516	95719	1.2992e+08	1.4075	0.079646	0.92035	0.15929	0.42746	False
CHRNE_CRISPRi_sgRNA_2	CHRNE	3684.7/4273.3	2695.4/2945	3979	2820.2	-0.49645	1.7322e+05	6.18e+08	1.4062	0.079835	0.92017	0.15967	0.42746	False
CLEC2B_CRISPRi_sgRNA_2	CLEC2B	1133/940.06	552.04/590.59	1036.5	571.31	-0.85828	18613	2.314e+07	1.4056	0.079925	0.92007	0.15985	0.42746	False
CTLA4_CRISPRi_sgRNA_2	CTLA4	3408.7/3835.6	2102.1/2955.2	3622.2	2528.6	-0.51832	91114	4.9129e+08	1.4046	0.080068	0.91993	0.16014	0.42746	False
Non_Targeting_24	Non	1275.8/1268.6	629.96/829.77	1272.2	729.87	-0.80078	26.578	3.8162e+07	1.4042	0.08013	0.91987	0.16026	0.42746	False
CLIC1_CRISPRi_sgRNA_4	CLIC1	163.25/163.28	21.593/109.96	163.26	65.775	-1.2986	0.00055377	2.5372e+05	1.4032	0.080285	0.91971	0.16057	0.42746	False
Non_Targeting_55	Non	966.84/1165.2	573.63/616.66	1066	595.15	-0.83984	19668	2.478e+07	1.4014	0.080549	0.91945	0.1611	0.42746	False
Non_Targeting_32	Non	1117.5/1016.4	557.67/638.2	1066.9	597.93	-0.83434	5107.4	2.4832e+07	1.3994	0.080847	0.91915	0.16169	0.42746	False
TREM1_CRISPRi_sgRNA_3	TREM1	1489.6/1575.8	879.69/977.14	1532.7	928.41	-0.72263	3712.6	6.0145e+07	1.3934	0.081752	0.91825	0.1635	0.42746	False
IL1RN_CRISPRi_sgRNA_3	IL1RN	2076.5/2004.8	1227.1/1398.8	2040.6	1312.9	-0.63583	2575.3	1.21e+08	1.3897	0.082315	0.91769	0.16463	0.42746	False
NPC2_CRISPRi_sgRNA_4	NPC2	1291.4/1334.3	743.56/826.37	1312.8	784.96	-0.74123	918.49	4.1207e+07	1.3848	0.083053	0.91695	0.16611	0.42746	False
CD14_CRISPRi_sgRNA_5	CD14	2802.4/2884.9	1939.6/1993.9	2843.7	1966.8	-0.53168	3405.8	2.7208e+08	1.3845	0.083104	0.9169	0.16621	0.42746	False
GPNMB_CRISPRi_sgRNA_3	GPNMB	2052.2/1732.3	1237.4/1195.9	1892.3	1216.7	-0.63678	51177	1.0063e+08	1.3823	0.08344	0.91656	0.16688	0.42746	False
CLEC2B_CRISPRi_sgRNA_5	CLEC2B	3159/4166	2640/2716	3662.5	2678	-0.45152	5.0706e+05	5.0477e+08	1.3806	0.083704	0.9163	0.16741	0.42746	False
Non_Targeting_67	Non	1566.4/1494.6	1101.3/798.03	1530.5	949.64	-0.68798	2574.1	5.9935e+07	1.3801	0.083778	0.91622	0.16756	0.42746	False
SPP1_CRISPRi_sgRNA_4	SPP1	2057.1/2141	1469.3/1301.3	2099	1385.3	-0.59917	3519.1	1.2963e+08	1.3787	0.083999	0.916	0.168	0.42746	False
TREML2_CRISPRi_sgRNA_3	TREML2	1921.1/1705.3	1158.5/1175.5	1813.2	1167	-0.63523	23285	9.066e+07	1.3773	0.084205	0.9158	0.16841	0.42746	False
TREML2_CRISPRi_sgRNA_2	TREML2	1888/1893.7	1254.3/1203.9	1890.8	1229.1	-0.62105	15.879	1.0044e+08	1.3762	0.084374	0.91563	0.16875	0.42746	False
SLC52A1_CRISPRi_sgRNA_2	SLC52A1	2689.7/2671.4	1869.2/1857.9	2680.5	1863.6	-0.52422	166.87	2.3553e+08	1.3755	0.084487	0.91551	0.16897	0.42746	False
ABCA1_CRISPRi_sgRNA_3	ABCA1	1875.4/2037.6	1375.4/1188	1956.5	1281.7	-0.60984	13158	1.0917e+08	1.3755	0.084491	0.91551	0.16898	0.42746	False
LAPTM5_CRISPRi_sgRNA_5	LAPTM5	1732.5/1461.8	845.89/1169.8	1597.2	1007.9	-0.66368	36656	6.6511e+07	1.3752	0.084536	0.91546	0.16907	0.42746	False
SIRPA_CRISPRi_sgRNA_3	SIRPA	3275.6/4327.4	2900.1/2805.6	3801.5	2852.8	-0.41405	5.5311e+05	5.5283e+08	1.3703	0.085302	0.9147	0.1706	0.42746	False
MRC1_CRISPRi_sgRNA_4	MRC1	1444.9/1742	952.92/1079.2	1593.4	1016	-0.64868	44118	6.6133e+07	1.3692	0.085464	0.91454	0.17093	0.42746	False
CD68_CRISPRi_sgRNA_2	CD68	1644.1/1569	1097.5/977.14	1606.6	1037.3	-0.63064	2819.5	6.7472e+07	1.3632	0.086415	0.91358	0.17283	0.42746	False
CD52_CRISPRi_sgRNA_5	CD52	2320.4/2935.2	1776.3/1950.9	2627.8	1863.6	-0.49555	1.8895e+05	2.2437e+08	1.3625	0.086521	0.91348	0.17304	0.42746	False
IFNGR2_CRISPRi_sgRNA_5	IFNGR2	4558.2/5515.7	3425.8/4694.1	5037	4060	-0.31103	4.5839e+05	1.0991e+09	1.3609	0.086769	0.91323	0.17354	0.42746	False
ADA2_CRISPRi_sgRNA_2	ADA2	1124.3/1334.3	708.82/808.24	1229.3	758.53	-0.69578	22048	3.5092e+07	1.3608	0.086785	0.91321	0.17357	0.42746	False
LRP6_CRISPRi_sgRNA_2	LRP6	1831.7/2035.7	1218.6/1390.9	1933.7	1304.7	-0.56721	20812	1.0609e+08	1.358	0.087237	0.91276	0.17447	0.42746	False
VENTX_CRISPRi_sgRNA_1	VENTX	1545/2082	1238.3/1180	1813.5	1209.2	-0.58437	1.4421e+05	9.0705e+07	1.3579	0.087247	0.91275	0.17449	0.42746	False
ITGAM_CRISPRi_sgRNA_1	ITGAM	1618.9/1786.4	1226.1/1020.2	1702.6	1123.2	-0.59976	14037	7.7752e+07	1.3573	0.087344	0.91266	0.17469	0.42746	False
Non_Targeting_64	Non	1818.1/2251.1	1075.9/1727.6	2034.6	1401.7	-0.53721	93776	1.2012e+08	1.3517	0.088231	0.91177	0.17646	0.42746	False
SIRPA_CRISPRi_sgRNA_2	SIRPA	1506.1/1242.5	834.62/943.13	1374.3	888.88	-0.62807	34761	4.6079e+07	1.3461	0.089131	0.91087	0.17826	0.42746	False
FCER1G_CRISPRi_sgRNA_2	FCER1G	1993/2098.5	1612.9/1237.9	2045.7	1425.4	-0.52094	5566.7	1.2173e+08	1.346	0.089146	0.91085	0.17829	0.42746	False
SNCA_CRISPRi_sgRNA_3	SNCA	1241.8/1329.4	732.29/913.66	1285.6	822.97	-0.64292	3835.7	3.9153e+07	1.345	0.089309	0.91069	0.17862	0.42746	False
FCGR3B_CRISPRi_sgRNA_2	FCGR3B	1483.8/1720.7	1112.5/1034.9	1602.2	1073.7	-0.57702	28066	6.7029e+07	1.3422	0.08976	0.91024	0.17952	0.42746	False
C1QB_CRISPRi_sgRNA_2	C1QB	2191.2/1940	1512.5/1393.2	2065.6	1452.8	-0.50742	31541	1.2464e+08	1.3418	0.089827	0.91017	0.17965	0.42746	False
ACTB_CRISPRi_sgRNA_3	ACTB	2563.3/2645.3	1986.6/1851.1	2604.3	1918.8	-0.44048	3359.3	2.1951e+08	1.3404	0.090063	0.90994	0.18013	0.42746	False
TGFBR3_CRISPRi_sgRNA_3	TGFBR3	988.22/985.47	616.81/598.52	986.85	607.67	-0.69863	3.7778	2.0524e+07	1.3396	0.090185	0.90982	0.18037	0.42746	False
C3AR1_CRISPRi_sgRNA_1	C3AR1	1679.1/1604.8	1094.7/1127.9	1641.9	1111.3	-0.56274	2762.3	7.1156e+07	1.3393	0.090245	0.90976	0.18049	0.42746	False
IL1R1_CRISPRi_sgRNA_4	IL1R1	2588.6/2540	1775.3/2004.2	2564.3	1889.7	-0.44018	1181.4	2.1137e+08	1.3386	0.090349	0.90965	0.1807	0.42746	False
SPP1_CRISPRi_sgRNA_1	SPP1	1736.4/2045.3	1395.1/1239	1890.9	1317.1	-0.52142	47711	1.0045e+08	1.338	0.090452	0.90955	0.1809	0.42746	False
ITGA5_CRISPRi_sgRNA_2	ITGA5	2624.6/2667.5	1875.8/2067.6	2646.1	1971.7	-0.42421	923.25	2.282e+08	1.3358	0.090815	0.90919	0.18163	0.42746	False
AIF1_CRISPRi_sgRNA_4	AIF1	1380.8/1335.2	923.81/872.85	1358	898.33	-0.59562	1038.3	4.4756e+07	1.3323	0.091378	0.90862	0.18276	0.42746	False
TGFBR2_CRISPRi_sgRNA_5	TGFBR2	2112.5/2172.9	1599.8/1504.2	2142.7	1552	-0.46502	1823.4	1.3631e+08	1.3292	0.091886	0.90811	0.18377	0.42746	False
SIGLEC9_CRISPRi_sgRNA_2	SIGLEC9	1327.3/1554.5	919.12/1021.3	1440.9	970.23	-0.57012	25807	5.1728e+07	1.3285	0.092001	0.908	0.184	0.42746	False
CD1D_CRISPRi_sgRNA_2	CD1D	3285.3/3643.3	2541.4/2965.4	3464.3	2753.4	-0.33124	64091	4.4065e+08	1.3285	0.092006	0.90799	0.18401	0.42746	False
APOC1_CRISPRi_sgRNA_3	APOC1	1909.4/2136.2	1399.8/1507.6	2022.8	1453.7	-0.4763	25710	1.1843e+08	1.3275	0.092165	0.90784	0.18433	0.42746	False
SERPINA1_CRISPRi_sgRNA_3	SERPINA1	1703.4/1815.4	1354.7/1110.9	1759.4	1232.8	-0.51277	6272.1	8.4235e+07	1.3271	0.092245	0.90775	0.18449	0.42746	False
BIN1_CRISPRi_sgRNA_5	BIN1	1132/1186.4	736.99/767.43	1159.2	752.21	-0.6233	1479.6	3.041e+07	1.3268	0.092295	0.90771	0.18459	0.42746	False
GPR183_CRISPRi_sgRNA_2	GPR183	1306/1302.4	730.41/999.81	1304.2	865.11	-0.59161	6.4741	4.0546e+07	1.3266	0.092327	0.90767	0.18465	0.42746	False
ABI3_CRISPRi_sgRNA_1	ABI3	3572.9/4227.9	2860.6/3518.6	3900.4	3189.6	-0.29016	2.1446e+05	5.8862e+08	1.3253	0.092531	0.90747	0.18506	0.42746	False
CD40_CRISPRi_sgRNA_1	CD40	2522.5/2927.4	1967.8/2195.7	2725	2081.8	-0.38828	81969	2.4518e+08	1.3249	0.092597	0.9074	0.18519	0.42746	False
TLR10_CRISPRi_sgRNA_4	TLR10	1822.9/1891.7	1368.8/1279.8	1857.3	1324.3	-0.48766	2367.2	9.6147e+07	1.323	0.092923	0.90708	0.18585	0.42746	False
IL1R2_CRISPRi_sgRNA_1	IL1R2	1838.5/1498.5	1175.4/1160.8	1668.5	1168.1	-0.514	57787	7.3998e+07	1.322	0.09309	0.90691	0.18618	0.42746	False
DPYD_CRISPRi_sgRNA_3	DPYD	2581.8/2800.9	2165.9/1959.9	2691.3	2062.9	-0.38347	23992	2.3785e+08	1.3217	0.093129	0.90687	0.18626	0.42746	False
CD69_CRISPRi_sgRNA_4	CD69	1305/1322.7	937.9/824.11	1313.8	881	-0.57602	155.98	4.1284e+07	1.3212	0.093211	0.90679	0.18642	0.42746	False
TMEM106B_CRISPRi_sgRNA_3	TMEM106B	1548.9/2007.7	1239.3/1294.5	1778.3	1266.9	-0.48885	1.0523e+05	8.646e+07	1.3188	0.093611	0.90639	0.18722	0.42746	False
HEXB_CRISPRi_sgRNA_2	HEXB	2427.3/2128.4	1495.6/1905.5	2277.9	1700.5	-0.42147	44666	1.5827e+08	1.3188	0.093626	0.90637	0.18725	0.42746	False
TREM2_CRISPRi_sgRNA_2	TREM2	800.68/792.24	499.46/481.77	796.46	490.61	-0.69789	35.618	1.216e+07	1.3176	0.093822	0.90618	0.18764	0.42746	False
TYROBP_CRISPRi_sgRNA_4	TYROBP	1054.3/1171	754.82/702.81	1112.6	728.82	-0.60967	6806.7	2.751e+07	1.3172	0.093888	0.90611	0.18778	0.42746	False
CD180_CRISPRi_sgRNA_4	CD180	2293.2/2398.9	1663.6/1889.7	2346.1	1776.6	-0.40091	5589.6	1.701e+08	1.3139	0.094447	0.90555	0.18889	0.42746	False
CSF3R_CRISPRi_sgRNA_1	CSF3R	1933.7/1944.9	1307.8/1528.1	1939.3	1417.9	-0.45146	62.4	1.0684e+08	1.3134	0.094528	0.90547	0.18906	0.42746	False
CD33_CRISPRi_sgRNA_1	CD33	1990/2035.7	1270.2/1698.1	2012.9	1484.2	-0.43934	1041.1	1.1701e+08	1.3126	0.094662	0.90534	0.18932	0.42746	False
CR2_CRISPRi_sgRNA_5	CR2	1397.3/1885.9	1345.4/988.47	1641.6	1166.9	-0.49206	1.1937e+05	7.1122e+07	1.3117	0.094816	0.90518	0.18963	0.42746	False
UNC13D_CRISPRi_sgRNA_1	UNC13D	1200.1/1702.4	883.44/1133.6	1451.2	1008.5	-0.52459	1.2615e+05	5.2632e+07	1.3115	0.09485	0.90515	0.1897	0.42746	False
CLEC7A_CRISPRi_sgRNA_2	CLEC7A	1528.5/1601.9	1221.4/1003.2	1565.2	1112.3	-0.49239	2692.9	6.3305e+07	1.3068	0.095646	0.90435	0.19129	0.42746	False
TNFRSF10B_CRISPRi_sgRNA_2	TNFRSF10B	1465.3/1612.5	1072.1/1112	1538.9	1092.1	-0.49444	10830	6.0742e+07	1.3058	0.095813	0.90419	0.19163	0.42746	False
TGFBR3_CRISPRi_sgRNA_5	TGFBR3	1093.2/1185.5	681.59/851.31	1139.3	766.45	-0.57128	4259.7	2.9149e+07	1.3046	0.096023	0.90398	0.19205	0.42746	False
TNFRSF13C_CRISPRi_sgRNA_3	TNFRSF13C	1277.8/1347.8	736.05/1090.5	1312.8	913.27	-0.52303	2449.3	4.1204e+07	1.3003	0.096744	0.90326	0.19349	0.42746	False
IL6R_CRISPRi_sgRNA_4	IL6R	1120.4/1133.3	675.02/851.31	1126.8	763.17	-0.56159	83.471	2.8376e+07	1.2996	0.096873	0.90313	0.19375	0.42746	False
CD180_CRISPRi_sgRNA_2	CD180	1011.5/1049.2	719.15/655.2	1030.4	687.18	-0.58374	710.5	2.2806e+07	1.299	0.096968	0.90303	0.19394	0.42746	False
MRC1_CRISPRi_sgRNA_3	MRC1	2700.4/3033.7	1969.7/2661.6	2867	2315.6	-0.30802	55561	2.7758e+08	1.299	0.096978	0.90302	0.19396	0.42746	False
TYROBP_CRISPRi_sgRNA_2	TYROBP	2153.3/2751.6	1914.3/1933.9	2452.4	1924.1	-0.34989	1.7898e+05	1.8955e+08	1.2986	0.097046	0.90295	0.19409	0.42746	False
CD44_CRISPRi_sgRNA_2	CD44	1506.1/2003.8	1147.3/1441.9	1755	1294.6	-0.43867	1.2383e+05	8.3718e+07	1.2977	0.097191	0.90281	0.19438	0.42746	False
CD81_CRISPRi_sgRNA_5	CD81	1596.5/1505.3	1169.8/1069	1550.9	1119.4	-0.47004	4162.9	6.1902e+07	1.297	0.097319	0.90268	0.19464	0.42746	False
