sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CTSH_CRISPRi_sgRNA_2	CTSH	610.15/670.39	862.37/638.65	640.27	750.51	0.22886	1813.9	28332	0.65495	0.74373	0.25627	0.51254	0.99987	True
CD80_CRISPRi_sgRNA_3	CD80	513.5/605.54	571.02/744.57	559.52	657.79	0.23307	4235.8	22930	0.649	0.7418	0.2582	0.51639	0.99987	True
C1QA_CRISPRi_sgRNA_5	C1QA	758.77/676.52	620.48/576.78	717.64	598.63	-0.26121	3382.2	33890	0.64661	0.25894	0.74106	0.51788	0.99987	False
PTPRE_CRISPRi_sgRNA_5	PTPRE	658.48/793.07	586.31/626.07	725.78	606.19	-0.25938	9056.8	34495	0.64401	0.25979	0.74021	0.51957	0.99987	False
TMEM106A_CRISPRi_sgRNA_1	TMEM106A	695.94/694.05	545.84/613.48	694.99	579.66	-0.26138	1.7901	32225	0.64259	0.26025	0.73975	0.52049	0.99987	False
SYK_CRISPRi_sgRNA_2	SYK	616.2/669.51	797.63/703.67	642.85	750.65	0.22333	1421.2	28512	0.63839	0.73837	0.26163	0.52325	0.99987	True
CD180_CRISPRi_sgRNA_5	CD180	660.9/733.48	585.41/579.92	697.19	582.66	-0.25848	2634	32386	0.63651	0.26222	0.73778	0.52444	0.99987	False
CLEC2B_CRISPRi_sgRNA_3	CLEC2B	438.59/421.51	532.35/484.49	430.05	508.42	0.24101	145.79	15178	0.63615	0.7376	0.2624	0.52481	0.99987	True
TREM1_CRISPRi_sgRNA_3	TREM1	601.7/639.71	500.88/531.68	620.71	516.28	-0.26528	722.67	26985	0.63586	0.26243	0.73757	0.52487	0.99987	False
Non_Targeting_7	Non	581.16/587.13	490.99/478.2	584.15	484.59	-0.26905	17.869	24533	0.63581	0.26245	0.73755	0.5249	0.99987	False
CD14_CRISPRi_sgRNA_1	CD14	683.86/654.61	781.44/778.12	669.23	779.78	0.22026	427.61	30370	0.63436	0.73706	0.26294	0.52588	0.99987	True
APP_CRISPRi_sgRNA_2	APP	834.88/889.47	780.54/674.3	862.17	727.42	-0.24488	1489.6	45215	0.63377	0.26312	0.73688	0.52623	0.99987	False
LYZ_CRISPRi_sgRNA_1	LYZ	733.39/829	627.67/685.84	781.2	656.76	-0.24998	4570.3	38723	0.63246	0.26354	0.73646	0.52708	0.99987	False
Non_Targeting_22	Non	633.11/636.21	577.31/482.4	634.66	529.85	-0.25994	4.8002	27943	0.62713	0.26529	0.73471	0.53057	0.99987	False
HLA-DRB5_CRISPRi_sgRNA_2	HLA-DRB5	797.43/741.37	848.88/932.28	769.4	890.58	0.21076	1571.5	37808	0.62324	0.73343	0.26657	0.53315	0.99987	True
RYR1_CRISPRi_sgRNA_2	RYR1	724.94/736.99	571.02/658.57	730.96	614.8	-0.24931	72.603	34883	0.62206	0.26695	0.73305	0.5339	0.99987	False
CR2_CRISPRi_sgRNA_3	CR2	803.47/654.61	834.5/853.63	729.04	844.06	0.21108	11079	34739	0.61712	0.73141	0.26859	0.53718	0.99987	True
CLDN7_CRISPRi_sgRNA_2	CLDN7	511.08/547.7	573.72/663.82	529.39	618.77	0.22467	670.54	21023	0.61642	0.73116	0.26884	0.53769	0.99987	True
S100A4_CRISPRi_sgRNA_5	S100A4	697.15/689.66	795.83/811.68	693.41	803.76	0.21277	27.99	32110	0.61582	0.73098	0.26902	0.53804	0.99987	True
FLT1_CRISPRi_sgRNA_2	FLT1	737.02/928.9	728.39/683.74	832.96	706.06	-0.23813	18409	42830	0.61322	0.26987	0.73013	0.53973	0.99987	False
TGFBR2_CRISPRi_sgRNA_4	TGFBR2	882/838.64	663.64/800.15	860.32	731.89	-0.23295	940.3	45062	0.60505	0.27257	0.72743	0.54514	0.99987	False
ACTB_CRISPRi_sgRNA_1	ACTB	863.88/1104.2	1069.2/1182.9	984.02	1126.1	0.19433	28868	55660	0.60204	0.72642	0.27358	0.54716	0.99987	True
CD300A_CRISPRi_sgRNA_4	CD300A	865.09/877.2	1033.2/966.89	871.14	1000.1	0.19889	73.293	45956	0.60135	0.72619	0.27381	0.54762	0.99987	True
Non_Targeting_61	Non	616.2/579.25	656.45/728.84	597.72	692.64	0.2123	682.55	25433	0.59519	0.72412	0.27588	0.55177	0.99987	True
SPP1_CRISPRi_sgRNA_5	SPP1	1068.1/1016.5	1107.9/1270	1042.3	1188.9	0.1897	1328.2	60932	0.59394	0.72372	0.27628	0.55256	0.99987	True
CD200R1_CRISPRi_sgRNA_2	CD200R1	692.31/645.85	852.48/692.13	669.08	772.31	0.20671	1079.5	30359	0.59244	0.7232	0.2768	0.55359	0.99987	True
IL10_CRISPRi_sgRNA_3	IL10	787.76/893.85	1095.3/832.66	840.81	963.97	0.19699	5626.9	43466	0.59074	0.72265	0.27735	0.55471	0.99987	True
TLR7_CRISPRi_sgRNA_2	TLR7	993.16/878.95	1063.8/1076	936.06	1069.9	0.19259	6522.2	51454	0.58995	0.72238	0.27762	0.55523	0.99987	True
IRF5_CRISPRi_sgRNA_1	IRF5	738.23/798.33	631.27/677.45	768.28	654.36	-0.23122	1806.1	37721	0.58662	0.27873	0.72127	0.55746	0.99987	False
GPNMB_CRISPRi_sgRNA_2	GPNMB	715.27/814.1	650.15/654.38	764.69	652.27	-0.22908	4883.9	37445	0.58105	0.2806	0.7194	0.56121	0.99987	False
EPHA1_CRISPRi_sgRNA_5	EPHA1	502.62/510.89	630.37/545.32	506.76	587.84	0.21374	34.221	19631	0.57871	0.71857	0.28143	0.56287	0.99987	True
IL15RA_CRISPRi_sgRNA_4	IL15RA	842.13/838.64	914.53/1005.7	840.39	960.11	0.19193	6.1059	43432	0.57448	0.71717	0.28283	0.56566	0.99987	True
PILRB_CRISPRi_sgRNA_1	PILRB	890.46/747.5	963.09/909.21	818.98	936.15	0.19269	10219	41706	0.57373	0.71692	0.28308	0.56617	0.99987	True
TLR4_CRISPRi_sgRNA_1	TLR4	866.3/934.16	835.4/713.11	900.23	774.25	-0.21723	2302.5	48391	0.57272	0.28342	0.71658	0.56683	0.99987	False
FPR2_CRISPRi_sgRNA_1	FPR2	648.82/556.46	736.48/652.28	602.64	694.38	0.20411	4264.6	25763	0.57156	0.71617	0.28383	0.56767	0.99987	True
CD48_CRISPRi_sgRNA_1	CD48	774.47/723.84	850.68/864.12	749.16	857.4	0.19446	1281.8	36257	0.56846	0.71513	0.28487	0.56974	0.99987	True
C3AR1_CRISPRi_sgRNA_4	C3AR1	942.42/843.02	963.99/1068.6	892.72	1016.3	0.18685	4939.8	47758	0.56549	0.71412	0.28588	0.57175	0.99987	True
GRN_CRISPRi_sgRNA_3	GRN	627.07/696.67	672.63/846.29	661.87	759.46	0.19814	2422.5	29847	0.56487	0.7139	0.2861	0.5722	0.99987	True
CTSB_CRISPRi_sgRNA_1	CTSB	645.19/741.37	602.49/582.02	693.28	592.26	-0.22686	4624.8	32101	0.56397	0.28639	0.71361	0.57278	0.99987	False
FERMT3_CRISPRi_sgRNA_2	FERMT3	827.63/833.38	916.33/977.37	830.51	946.85	0.18893	16.51	42632	0.56347	0.71343	0.28657	0.57313	0.99987	True
Non_Targeting_38	Non	658.48/722.09	589/590.41	690.29	589.71	-0.22684	2022.8	31883	0.5634	0.28658	0.71342	0.57316	0.99987	False
IL10_CRISPRi_sgRNA_2	IL10	739.43/905.24	626.77/787.56	822.34	707.17	-0.21739	13746	41975	0.5622	0.28699	0.71301	0.57398	0.99987	False
IL23A_CRISPRi_sgRNA_4	IL23A	654.86/768.53	602.49/615.58	711.7	609.03	-0.22439	6461	33450	0.56142	0.28726	0.71274	0.57451	0.99987	False
CSF3R_CRISPRi_sgRNA_5	CSF3R	757.56/673.01	589/635.5	715.29	612.25	-0.22405	3573.8	33716	0.56123	0.28732	0.71268	0.57464	0.99987	False
FCER1G_CRISPRi_sgRNA_2	FCER1G	845.76/675.64	887.55/849.44	760.7	868.49	0.19095	14470	37138	0.55934	0.71202	0.28798	0.57595	0.99987	True
NLRP3_CRISPRi_sgRNA_3	NLRP3	1052.4/977.97	785.94/974.23	1015.2	880.08	-0.20579	2767	58456	0.55875	0.28817	0.71183	0.57633	0.99987	False
RPL7_CRISPRi_sgRNA_2	RPL7	636.73/609.04	552.13/509.66	622.89	530.9	-0.23014	383.43	27134	0.55862	0.28821	0.71179	0.57642	0.99987	False
SQSTM1_CRISPRi_sgRNA_1	SQSTM1	872.34/886.84	999.96/999.4	879.59	999.68	0.18444	105.09	46659	0.55595	0.71087	0.28913	0.57826	0.99987	True
CTSB_CRISPRi_sgRNA_3	CTSB	798.64/910.5	756.26/718.35	854.57	737.31	-0.21266	6256.3	44589	0.55537	0.28932	0.71068	0.57864	0.99987	False
Non_Targeting_27	Non	704.4/746.63	559.33/685.84	725.51	622.58	-0.2204	891.67	34476	0.55443	0.28964	0.71036	0.57929	0.99987	False
FCGR2B_CRISPRi_sgRNA_3	FCGR2B	924.29/939.42	823.7/791.76	931.85	807.73	-0.20599	114.35	51091	0.54918	0.29144	0.70856	0.58289	0.99987	False
PTPRC_CRISPRi_sgRNA_1	PTPRC	669.36/666.88	756.26/770.78	668.12	763.52	0.1923	3.068	30291	0.54817	0.70819	0.29181	0.58361	0.99987	True
CD68_CRISPRi_sgRNA_5	CD68	733.39/708.07	787.74/855.73	720.73	821.73	0.18896	320.7	34119	0.5468	0.70773	0.29227	0.58455	0.99987	True
PILRA_CRISPRi_sgRNA_1	PILRA	755.14/726.47	695.11/992.06	740.81	843.58	0.1872	411.02	35624	0.54455	0.70695	0.29305	0.58609	0.99987	True
NLRP3_CRISPRi_sgRNA_5	NLRP3	809.51/804.46	678.03/716.25	806.99	697.14	-0.21082	12.746	40750	0.54422	0.29314	0.70686	0.58629	0.99987	False
SIGLEC9_CRISPRi_sgRNA_1	SIGLEC9	674.19/549.45	738.28/661.72	611.82	700	0.19395	7779.7	26381	0.54289	0.70637	0.29363	0.58726	0.99987	True
CD80_CRISPRi_sgRNA_2	CD80	563.03/594.15	705.9/619.77	578.59	662.84	0.1958	483.98	24168	0.54194	0.70604	0.29396	0.58792	0.99987	True
ITGAX_CRISPRi_sgRNA_4	ITGAX	757.56/741.37	675.33/617.68	749.46	646.5	-0.21289	131.06	36280	0.54063	0.29438	0.70562	0.58876	0.99987	False
C3AR1_CRISPRi_sgRNA_1	C3AR1	757.56/807.97	677.13/675.35	782.76	676.24	-0.21075	1270.6	38845	0.54054	0.29441	0.70559	0.58882	0.99987	False
TGFBR3_CRISPRi_sgRNA_5	TGFBR3	738.23/627.45	573.72/600.9	682.84	587.31	-0.21708	6136.1	31345	0.5397	0.2947	0.7053	0.58941	0.99987	False
CD58_CRISPRi_sgRNA_2	CD58	938.79/939.42	1147.4/975.28	939.1	1061.4	0.17637	0.19485	51717	0.53757	0.70456	0.29544	0.59088	0.99987	True
LRP1B_CRISPRi_sgRNA_4	LRP1B	635.53/724.72	758.96/790.71	680.12	774.83	0.18784	3977.5	31149	0.53664	0.70422	0.29578	0.59155	0.99987	True
LYVE1_CRISPRi_sgRNA_4	LYVE1	604.11/669.51	541.34/553.71	636.81	547.52	-0.21757	2138.3	28092	0.53286	0.29707	0.70293	0.59413	0.99987	False
CD40_CRISPRi_sgRNA_4	CD40	608.95/608.17	490.09/554.75	608.56	522.42	-0.21979	0.30365	26161	0.53272	0.29711	0.70289	0.59423	0.99987	False
CLIC1_CRISPRi_sgRNA_4	CLIC1	95.45/86.756	100.72/120.6	91.103	110.66	0.27776	37.794	1355.4	0.53113	0.70034	0.29966	0.59932	0.99987	True
SLC16A5_CRISPRi_sgRNA_5	SLC16A5	799.85/712.45	677.13/632.36	756.15	654.74	-0.20744	3819.1	36790	0.52876	0.29849	0.70151	0.59697	0.99987	False
CLEC7A_CRISPRi_sgRNA_3	CLEC7A	526.79/596.77	621.38/662.77	561.78	642.07	0.19241	2449.2	23075	0.52857	0.70141	0.29859	0.59717	0.99987	True
CR1_CRISPRi_sgRNA_2	CR1	570.28/626.57	552.13/476.1	598.43	514.12	-0.21868	1584.1	25481	0.52833	0.29863	0.70137	0.59727	0.99987	False
FCGR3B_CRISPRi_sgRNA_4	FCGR3B	594.45/600.28	648.35/714.15	597.36	681.25	0.18929	17.009	25410	0.52628	0.70063	0.29937	0.59875	0.99987	True
RPL7_CRISPRi_sgRNA_1	RPL7	505.04/481.1	562.92/567.34	493.07	565.13	0.19643	286.52	18806	0.52549	0.70033	0.29967	0.59934	0.99987	True
CD68_CRISPRi_sgRNA_1	CD68	830.05/899.1	829.1/676.4	864.58	752.75	-0.19958	2384.2	45413	0.5248	0.29986	0.70014	0.59972	0.99987	False
Non_Targeting_21	Non	442.21/542.44	612.38/515.95	492.33	564.17	0.19614	5023.2	18762	0.5245	0.69998	0.30002	0.60003	0.99987	True
Non_Targeting_72	Non	698.35/654.61	755.36/781.27	676.48	768.32	0.18339	956.73	30888	0.52252	0.69933	0.30067	0.60134	0.99987	True
CCR2_CRISPRi_sgRNA_2	CCR2	809.51/694.92	916.33/787.56	752.22	851.94	0.17939	6565.3	36490	0.52207	0.69918	0.30082	0.60164	0.99987	True
Non_Targeting_91	Non	650.03/622.19	571.02/526.44	636.11	548.73	-0.21281	387.47	28043	0.52192	0.30086	0.69914	0.60172	0.99987	False
NFATC2_CRISPRi_sgRNA_3	NFATC2	560.62/647.6	538.65/502.32	604.11	520.48	-0.21457	3783.1	25861	0.52019	0.30147	0.69853	0.60293	0.99987	False
